awc_code,awc_name,lat,lon,awc_alpha_code,dist_code
" ""29572010101""",Bhovi Colony (Anekal)," ""12.710928"""," ""77.69807"""," ""E""","""572"""
" ""29572010102""",A. K Colony (Anekal)," ""12.71402"""," ""77.69102"""," ""E""","""572"""
" ""29572010103""",Maratha Beedi (Anekal)," ""12.714635"""," ""77.69507"""," ""E""","""572"""
" ""29572010104""",Nagarthara Pete (Anekal)," ""12.711307"""," ""77.69154"""," ""E""","""572"""
" ""29572010105""",A. D Colony (Anekal)," ""12.711177"""," ""77.69628"""," ""E""","""572"""
" ""29572010106""",Shaneshwara Temple (Anekal)," ""12.717156"""," ""77.69371"""," ""E""","""572"""
" ""29572010107""",Sipayigalli (Anekal)," ""12.71095"""," ""77.69475"""," ""E""","""572"""
" ""29572010108""",M .m Road (Anekal)," ""12.710392"""," ""77.695984"""," ""E""","""572"""
" ""29572010109""",Pasavala Pete (Anekal)," ""12.712954"""," ""77.69027"""," ""E""","""572"""
" ""29572010110""",Subhasha Nagar (Anekal)," ""12.7102785"""," ""77.700874"""," ""E""","""572"""
" ""29572010111""",Doddabeedi (Anekal)," ""12.712042"""," ""77.69353"""," ""E""","""572"""
" ""29572010112""",Baragooru Pete (Anekal)," ""12.711438"""," ""77.69216"""," ""E""","""572"""
" ""29572010113""",Bidaragere Raste (Anekal)," ""12.710615"""," ""77.701866"""," ""E""","""572"""
" ""29572010114""",Byadarapete (Anekal)," ""12.713756"""," ""77.69034"""," ""E""","""572"""
" ""29572010115""",Narayanappa Layout (Anekal)," ""12.713355"""," ""77.69685"""," ""E""","""572"""
" ""29572010116""",Ullithigalara Beedi (Anekal)," ""12.713101"""," ""77.69158"""," ""E""","""572"""
" ""29572010117""",Vinayaka Nagar (Anekal)," ""12.712263"""," ""77.697525"""," ""E""","""572"""
" ""29572010118""",Nallappa Layout (Anekal)," ""12.713455"""," ""77.7004"""," ""E""","""572"""
" ""29572010119""",Gowrenahalli-a (Anekal)," ""12.719584"""," ""77.678955"""," ""E""","""572"""
" ""29572010120""",Gowrenahalli-b (Anekal)," ""12.719642"""," ""77.67894"""," ""E""","""572"""
" ""29572010121""",Gowrenahalli-c (Anekal)," ""12.72134"""," ""77.680176"""," ""E""","""572"""
" ""29572010122""",A. Medihalli (Anekal)," ""12.714477"""," ""77.67716"""," ""E""","""572"""
" ""29572010123""",Badarahalli (Anekal)," ""12.7092"""," ""77.677475"""," ""E""","""572"""
" ""29572010124N""",vishveswaraiah Badavane (Anekal)," ""12.712723"""," ""77.689476"""," ""E""","""572"""
" ""29572010201""",Kumvempunagara -a (Anekal)," ""12.698023"""," ""77.711586"""," ""E""","""572"""
" ""29572010202""",Kumvempunagara -b (Anekal)," ""12.700508"""," ""77.711876"""," ""E""","""572"""
" ""29572010203""",Gudnahalli (Anekal)," ""12.689635"""," ""77.72423"""," ""E""","""572"""
" ""29572010204""",Geratiganabele (Anekal)," ""12.679875"""," ""77.73272"""," ""E""","""572"""
" ""29572010205""",Hompalaghatta (Anekal)," ""12.695287"""," ""77.699165"""," ""E""","""572"""
" ""29572010206""",S Thimmasandara (Anekal)," ""12.706621"""," ""77.75477"""," ""E""","""572"""
" ""29572010207""",S Madivalla (Anekal)," ""12.711603"""," ""77.75891"""," ""E""","""572"""
" ""29572010208""",Submangala (Anekal)," ""12.699266"""," ""77.73161"""," ""E""","""572"""
" ""29572010209""",Muttugatti (Anekal)," ""12.702626"""," ""77.72067"""," ""E""","""572"""
" ""29572010210""",S Gandhinagara (Anekal)," ""12.708845"""," ""77.74593"""," ""E""","""572"""
" ""29572010211""",Channena Agrahara (Anekal)," ""12.705813"""," ""77.74004"""," ""E""","""572"""
" ""29572010212""",Samanduru (Anekal)," ""12.71524"""," ""77.75286"""," ""E""","""572"""
" ""29572010213""",Muttugatti Jantha Colony (Anekal)," ""12.699121"""," ""77.715294"""," ""E""","""572"""
" ""29572010214""",Kempegowda Nagara (Anekal)," ""12.691477"""," ""77.72982"""," ""E""","""572"""
" ""29572010215""",Maranayakanahalli (Anekal)," ""12.722035"""," ""77.76865"""," ""E""","""572"""
" ""29572010216""",Weavers Colony (Anekal)," ""12.706262"""," ""77.69805"""," ""E""","""572"""
" ""29572010217""",Narayaanapura (Anekal)," ""12.702325"""," ""77.693596"""," ""E""","""572"""
" ""29572010218""",Ameerjan Road (Anekal)," ""12.695287"""," ""77.699165"""," ""E""","""572"""
" ""29572010219""",Bahaddurupura (Anekal)," ""12.703087"""," ""77.70111"""," ""E""","""572"""
" ""29572010220""",Thimmarayaswamy Temple Road (Anekal)," ""12.70445"""," ""77.70224"""," ""E""","""572"""
" ""29572010221""",Ashraya Janatha Colony (Anekal)," ""12.6915245"""," ""77.71206"""," ""E""","""572"""
" ""29572010222""",Bayasabi Layout (Anekal)," ""12.707083"""," ""77.70119"""," ""E""","""572"""
" ""29572010223""",Shankar Layout (Anekal)," ""12.7026415"""," ""77.70205"""," ""E""","""572"""
" ""29572010224""",Narayana Swamy Layout (Anekal)," ""12.709992"""," ""77.70251"""," ""E""","""572"""
" ""29572010301""",Munivenkatappa Layout (Anekal)," ""12.718302"""," ""77.700195"""," ""E""","""572"""
" ""29572010302""",Malligamma Layout (Anekal)," ""12.712435"""," ""77.70635"""," ""E""","""572"""
" ""29572010303""",Rajanna Layout (Anekal)," ""12.713832"""," ""77.70234"""," ""E""","""572"""
" ""29572010304""",Byagadadenahalli (Anekal)," ""12.751784"""," ""77.7023"""," ""E""","""572"""
" ""29572010305""",Koonmadiwala (Anekal)," ""12.750414"""," ""77.69299"""," ""E""","""572"""
" ""29572010306""",Doddahagade (Anekal)," ""12.745808"""," ""77.689384"""," ""E""","""572"""
" ""29572010307""",Kempodarahalli (Anekal)," ""12.740443"""," ""77.68498"""," ""E""","""572"""
" ""29572010308""",Soppahalli (Anekal)," ""12.747143"""," ""77.67958"""," ""E""","""572"""
" ""29572010309""",Yallammanapalya (Anekal)," ""12.751417"""," ""77.68259"""," ""E""","""572"""
" ""29572010310""",Avadadenahalli (Anekal)," ""12.747011"""," ""77.71069"""," ""E""","""572"""
" ""29572010311""",Thatnahally (Anekal)," ""12.745653"""," ""77.727516"""," ""E""","""572"""
" ""29572010312""",Chikkahagade (Anekal)," ""12.735531"""," ""77.70053"""," ""E""","""572"""
" ""29572010313""",Kammasandra Agrahara (Anekal)," ""12.742817"""," ""77.70202"""," ""E""","""572"""
" ""29572010314""",Kavalahosahalli (Anekal)," ""12.7289505"""," ""77.7071"""," ""E""","""572"""
" ""29572010315""",Kavalahosahalli B (Anekal)," ""12.723729"""," ""77.70379"""," ""E""","""572"""
" ""29572010316""",Doddakerebagilu (Anekal)," ""12.710243"""," ""77.68911"""," ""E""","""572"""
" ""29572010317""",Sudhama Nagara (Anekal)," ""12.715388"""," ""77.70761"""," ""E""","""572"""
" ""29572010318""",Thigalarabeedi (Anekal)," ""12.708925"""," ""77.689766"""," ""E""","""572"""
" ""29572010319""",Ayodhya Nagara (Anekal)," ""12.703538"""," ""77.69719"""," ""E""","""572"""
" ""29572010320""",Kumbarapete (Anekal)," ""12.70828"""," ""77.69346"""," ""E""","""572"""
" ""29572010321""",Pump House (Anekal)," ""12.715872"""," ""77.70313"""," ""E""","""572"""
" ""29572010322""",Muttugatti Cross (Anekal)," ""12.703878"""," ""77.70434"""," ""E""","""572"""
" ""29572010323""",Indira Nagar (Anekal)," ""12.707232"""," ""77.69808"""," ""E""","""572"""
" ""29572010324N""",Narayanappa Janatha Colony (Anekal)," ""12.705009"""," ""77.69796"""," ""E""","""572"""
" ""29572010401""",Kadujakkanahalli (Anekal)," ""12.73814"""," ""77.63492"""," ""E""","""572"""
" ""29572010402""",Thammanayakanahalli (Anekal)," ""12.699325"""," ""77.641655"""," ""E""","""572"""
" ""29572010403""",Karakalagatta (Anekal)," ""12.705214"""," ""77.64923"""," ""E""","""572"""
" ""29572010404""",Indlawadi-a (Anekal)," ""12.728648"""," ""77.638435"""," ""E""","""572"""
" ""29572010405""",Indlawadi-b (Anekal)," ""12.730468"""," ""77.63769"""," ""E""","""572"""
" ""29572010406""",Indlawadipura (Anekal)," ""12.715627"""," ""77.64046"""," ""E""","""572"""
" ""29572010407""",Choodalli (Anekal)," ""12.680194"""," ""77.61428"""," ""E""","""572"""
" ""29572010408""",Lakshmipura (Anekal)," ""12.696226"""," ""77.66076"""," ""E""","""572"""
" ""29572010409""",Chikkahosalli (Anekal)," ""12.704554"""," ""77.64665"""," ""E""","""572"""
" ""29572010410""",Chikkanahalli (Anekal)," ""12.716826"""," ""77.648224"""," ""E""","""572"""
" ""29572010411""",Mysurammanadoddi (Anekal)," ""12.72948"""," ""77.61576"""," ""E""","""572"""
" ""29572010412""",Arehalli (Anekal)," ""12.70037"""," ""77.651146"""," ""E""","""572"""
" ""29572010413""",Bangladoddi (Anekal)," ""12.715291"""," ""77.624146"""," ""E""","""572"""
" ""29572010414""",Nallayanadoddi (Anekal)," ""12.710522"""," ""77.64123"""," ""E""","""572"""
" ""29572010415""",Thimmaiahnadoddi (Anekal)," ""12.733045"""," ""77.606735"""," ""E""","""572"""
" ""29572010416""",Nagaiahnadoddi (Anekal)," ""12.722748"""," ""77.64035"""," ""E""","""572"""
" ""29572010417""",Sunavara (Anekal)," ""12.700992"""," ""77.68135"""," ""E""","""572"""
" ""29572010418""",Menasiganahalli (Anekal)," ""12.66394"""," ""77.70201"""," ""E""","""572"""
" ""29572010419""",Telagarahalli (Anekal)," ""12.691874"""," ""77.68997"""," ""E""","""572"""
" ""29572010420""",Kempudommasandra (Anekal)," ""12.674282"""," ""77.70802"""," ""E""","""572"""
" ""29572010421""",Kalanayakanahalli (Anekal)," ""12.677758"""," ""77.68899"""," ""E""","""572"""
" ""29572010422""",Vanakanahalli (Anekal)," ""12.701041"""," ""77.68129"""," ""E""","""572"""
" ""29572010423""",P.gollalli (Anekal)," ""12.69288"""," ""77.68272"""," ""E""","""572"""
" ""29572010424""",Choodenahalli (Anekal)," ""12.696095"""," ""77.68446"""," ""E""","""572"""
" ""29572010425""",Soluru (Anekal)," ""12.666888"""," ""77.68754"""," ""E""","""572"""
" ""29572010426""",Singasandra (Anekal)," ""12.685235"""," ""77.698074"""," ""E""","""572"""
" ""29572010501""",Haragadde A (Anekal)," ""12.763265"""," ""77.654976"""," ""E""","""572"""
" ""29572010502""",Haragadde B (Anekal)," ""12.765768"""," ""77.6548"""," ""E""","""572"""
" ""29572010503""",Haragadde C (Anekal)," ""12.765362"""," ""77.65705"""," ""E""","""572"""
" ""29572010504""",Madapattana A (Anekal)," ""12.7720785"""," ""77.64891"""," ""E""","""572"""
" ""29572010505""",Madapattana B (Anekal)," ""12.773985"""," ""77.651344"""," ""E""","""572"""
" ""29572010506""",Madapattana C (Anekal)," ""12.773385"""," ""77.65044"""," ""E""","""572"""
" ""29572010507""",Dyavasandra (Anekal)," ""12.756995"""," ""77.64806"""," ""E""","""572"""
" ""29572010508""",Seethanayakanahalli (Anekal)," ""12.768922"""," ""77.6603"""," ""E""","""572"""
" ""29572010509""",Nosenooru (Anekal)," ""12.750605"""," ""77.64926"""," ""E""","""572"""
" ""29572010510""",N. Gollahalli (Anekal)," ""12.740463"""," ""77.64582"""," ""E""","""572"""
" ""29572010511""",Kumbaranahalli (Anekal)," ""12.748625"""," ""77.6614"""," ""E""","""572"""
" ""29572010512""",Haragadde Vaddarapalya-a (Anekal)," ""12.764236"""," ""77.64471"""," ""E""","""572"""
" ""29572010513""",Haragadde Vaddarapalya-b-a (Anekal)," ""12.764305"""," ""77.644806"""," ""E""","""572"""
" ""29572010514""",Nayanahalli (Anekal)," ""12.759331"""," ""77.672935"""," ""E""","""572"""
" ""29572010515""",Lingapura (Anekal)," ""12.763586"""," ""77.67962"""," ""E""","""572"""
" ""29572010516""",Suragajakkanahalli (Anekal)," ""12.739902"""," ""77.66877"""," ""E""","""572"""
" ""29572010517""",Aadooru (Anekal)," ""12.732694"""," ""77.65858"""," ""E""","""572"""
" ""29572010518""",Siddanapalya (Anekal)," ""12.724767"""," ""77.66171"""," ""E""","""572"""
" ""29572010519""",Sonnanayakanapura (Anekal)," ""12.729007"""," ""77.65821"""," ""E""","""572"""
" ""29572010520""",Chinnayannapalya (Anekal)," ""12.722977"""," ""77.65607"""," ""E""","""572"""
" ""29572010521""",Sidihosakote-a (Anekal)," ""12.729569"""," ""77.68703"""," ""E""","""572"""
" ""29572010522""",Sidihosakote-b (Anekal)," ""12.729558"""," ""77.6869"""," ""E""","""572"""
" ""29572010523""",Honnakalasapura (Anekal)," ""12.728313"""," ""77.68145"""," ""E""","""572"""
" ""29572010601""",Marasuru (Anekal)," ""12.761997"""," ""77.713326"""," ""E""","""572"""
" ""29572010602""",Marasuru Indiranagara (Anekal)," ""12.7655735"""," ""77.71144"""," ""E""","""572"""
" ""29572010603""",Marasuru Gate (Anekal)," ""12.768768"""," ""77.70563"""," ""E""","""572"""
" ""29572010604""",Bandapura (Anekal)," ""12.769994"""," ""77.726234"""," ""E""","""572"""
" ""29572010605""",Shettihalli (Anekal)," ""12.75293"""," ""77.730934"""," ""E""","""572"""
" ""29572010606""",Naganayakanahalli (Anekal)," ""12.769055"""," ""77.69528"""," ""E""","""572"""
" ""29572010607""",Adisonnatti (Anekal)," ""12.777703"""," ""77.716736"""," ""E""","""572"""
" ""29572010608""",Marasuru Madivala (Anekal)," ""12.76296"""," ""77.7233"""," ""E""","""572"""
" ""29572010609""",Jai Bhimanagara (Anekal)," ""12.780668"""," ""77.71085"""," ""E""","""572"""
" ""29572010610""",Hennagara-a (Anekal)," ""12.789452"""," ""77.67468"""," ""E""","""572"""
" ""29572010611""",Hennagara - B (Anekal)," ""12.79398"""," ""77.66999"""," ""E""","""572"""
" ""29572010612""",Hennagara - Dinne (Anekal)," ""12.789353"""," ""77.672554"""," ""E""","""572"""
" ""29572010613""",Rajapura (Anekal)," ""12.776469"""," ""77.67461"""," ""E""","""572"""
" ""29572010614""",Hinnakki- A (Anekal)," ""12.774543"""," ""77.68531"""," ""E""","""572"""
" ""29572010615""",Hinnakki- B (Anekal)," ""12.777353"""," ""77.68212"""," ""E""","""572"""
" ""29572010616""",Kachanayakanahalli - A (Anekal)," ""12.800171"""," ""77.685616"""," ""E""","""572"""
" ""29572010617""",Kachanayakanahalli - B (Anekal)," ""12.80019"""," ""77.68616"""," ""E""","""572"""
" ""29572010618""",Kachanayakanahalli Vinayakanagara (Anekal)," ""12.804298"""," ""77.68218"""," ""E""","""572"""
" ""29572010619""",Kachanayakanahalli Janatha Colony (Anekal)," ""12.804298"""," ""77.68218"""," ""E""","""572"""
" ""29572010620""",Kachanayakanahalli Police Quatres (Anekal)," ""12.806555"""," ""77.67906"""," ""E""","""572"""
" ""29572010621""",Kachanayakanahalli Basaveshwara Nagara (Anekal)," ""12.80837"""," ""77.67823"""," ""E""","""572"""
" ""29572010622""",Yarandahalli (Anekal)," ""12.80861"""," ""77.66775"""," ""E""","""572"""
" ""29572010623""",Yarandahalli Janatha Colony (Anekal)," ""12.809271"""," ""77.66841"""," ""E""","""572"""
" ""29572010624""",Mastenahalli (Anekal)," ""12.786904"""," ""77.66766"""," ""E""","""572"""
" ""29572010625""",Mastenahalli Dinne (Anekal)," ""12.788547"""," ""77.66071"""," ""E""","""572"""
" ""29572010626""",H.hosahalli (Anekal)," ""12.796102"""," ""77.67696"""," ""E""","""572"""
" ""29572010627""",Ramakrishnapura (Anekal)," ""12.7829"""," ""77.69407"""," ""E""","""572"""
" ""29572010628N""",kachanayakanahalli n r kaloni (Anekal)," ""12.801208"""," ""77.688774"""," ""E""","""572"""
" ""29572010701""",Ballur A (Anekal)," ""12.754704"""," ""77.78728"""," ""E""","""572"""
" ""29572010702""",Balluru - B (Anekal)," ""12.754571"""," ""77.787155"""," ""E""","""572"""
" ""29572010703""",Omshakthi Layout (Anekal)," ""12.758051"""," ""77.7945"""," ""E""","""572"""
" ""29572010704""",Dasanapura.a (Anekal)," ""12.747646"""," ""77.77633"""," ""E""","""572"""
" ""29572010705""",Dasanapura.b (Anekal)," ""12.747635"""," ""77.77643"""," ""E""","""572"""
" ""29572010706""",Arehalli (Anekal)," ""12.762936"""," ""77.766655"""," ""E""","""572"""
" ""29572010707""",Kodalipura (Anekal)," ""12.7428465"""," ""77.76005"""," ""E""","""572"""
" ""29572010708""",Halehalli (Anekal)," ""12.73814"""," ""77.7524"""," ""E""","""572"""
" ""29572010709""",Mayasandra.a (Anekal)," ""12.751855"""," ""77.74651"""," ""E""","""572"""
" ""29572010710""",Mayasandra.b (Anekal)," ""12.752882"""," ""77.74848"""," ""E""","""572"""
" ""29572010711""",Mayasandra.c (Anekal)," ""12.74942"""," ""77.7487"""," ""E""","""572"""
" ""29572010712""",Mayasandra.d (Anekal)," ""12.750328"""," ""77.74795"""," ""E""","""572"""
" ""29572010713""",Harohalli (Anekal)," ""12.7544"""," ""77.75641"""," ""E""","""572"""
" ""29572010714""",Bhaktipura (Anekal)," ""12.753588"""," ""77.7615"""," ""E""","""572"""
" ""29572010715""",Manchanalli (Anekal)," ""12.766499"""," ""77.75372"""," ""E""","""572"""
" ""29572010716""",M.medihalli (Anekal)," ""12.733314"""," ""77.73729"""," ""E""","""572"""
" ""29572010717""",Mutsandra (Anekal)," ""12.763965"""," ""77.7455"""," ""E""","""572"""
" ""29572010718""",Kambalipura (Anekal)," ""12.760962"""," ""77.74396"""," ""E""","""572"""
" ""29572010719""",Karpoor (Anekal)," ""12.727322"""," ""77.72009"""," ""E""","""572"""
" ""29572010720""",Haldenahalli (Anekal)," ""12.717176"""," ""77.708824"""," ""E""","""572"""
" ""29572010721""",Bestamanahalli (Anekal)," ""12.73008"""," ""77.72734"""," ""E""","""572"""
" ""29572010722""",Dinnuru (Anekal)," ""12.713527"""," ""77.71018"""," ""E""","""572"""
" ""29572010723""",Rachamanahalli (Anekal)," ""12.721175"""," ""77.738884"""," ""E""","""572"""
" ""29572010724""",Rachamanahalli Dinne (Anekal)," ""12.717312"""," ""77.736305"""," ""E""","""572"""
" ""29572010725""",Bidaragere (Anekal)," ""12.714912"""," ""77.72414"""," ""E""","""572"""
" ""29572010726""",Aravantigepura (Anekal)," ""12.737571"""," ""77.71461"""," ""E""","""572"""
" ""29572010801""",Attibele -a (Anekal)," ""12.7778845"""," ""77.77204"""," ""E""","""572"""
" ""29572010802""",Attibele -b (Anekal)," ""12.778577"""," ""77.77415"""," ""E""","""572"""
" ""29572010803""",Attibele -c (Anekal)," ""12.774673"""," ""77.77123"""," ""E""","""572"""
" ""29572010804""",Attibele -d (Anekal)," ""12.776514"""," ""77.77415"""," ""E""","""572"""
" ""29572010805""",Attibele -e (Anekal)," ""12.781328"""," ""77.77248"""," ""E""","""572"""
" ""29572010806""",Attibele -f (Anekal)," ""12.7729435"""," ""77.76936"""," ""E""","""572"""
" ""29572010807""",Attibele - G (Anekal)," ""12.776397"""," ""77.76995"""," ""E""","""572"""
" ""29572010808""",Attibele - H (Anekal)," ""12.779903"""," ""77.772995"""," ""E""","""572"""
" ""29572010809""",Parvathipura (Anekal)," ""12.77867"""," ""77.77666"""," ""E""","""572"""
" ""29572010810""",Thirumagondanahalli -a (Anekal)," ""12.781063"""," ""77.771164"""," ""E""","""572"""
" ""29572010811""",Thirumagondanahalli -b (Anekal)," ""12.781063"""," ""77.771164"""," ""E""","""572"""
" ""29572010812""",Neraluru - A (Anekal)," ""12.781063"""," ""77.771164"""," ""E""","""572"""
" ""29572010813""",Neraluru - B (Anekal)," ""12.781063"""," ""77.771164"""," ""E""","""572"""
" ""29572010814""",Sayinagara (Anekal)," ""12.781063"""," ""77.771164"""," ""E""","""572"""
" ""29572010815""",Raghavanagara (Anekal)," ""12.781063"""," ""77.771164"""," ""E""","""572"""
" ""29572010816""",Bendiganahalli (Anekal)," ""12.781063"""," ""77.771164"""," ""E""","""572"""
" ""29572010817""",Adigondanahalli (Anekal)," ""12.781063"""," ""77.771164"""," ""E""","""572"""
" ""29572010818""",Guddahatti (Anekal)," ""12.781063"""," ""77.771164"""," ""E""","""572"""
" ""29572010819""",Ambedkar Nagara (Anekal)," ""12.781063"""," ""77.771164"""," ""E""","""572"""
" ""29572010820""",Balagaranahalli - A (Anekal)," ""12.786081"""," ""77.73692"""," ""E""","""572"""
" ""29572010821""",Balagaranahalli - B (Anekal)," ""12.784515"""," ""77.73643"""," ""E""","""572"""
" ""29572010822""",Balagaranahalli Dinne (Anekal)," ""12.786605"""," ""77.73301"""," ""E""","""572"""
" ""29572010823""",Ichchanguru (Anekal)," ""12.772101"""," ""77.742065"""," ""E""","""572"""
" ""29572010824""",Ichchanguru Vaddarapalya-a (Anekal)," ""12.777343"""," ""77.74681"""," ""E""","""572"""
" ""29572010825""",Ichchanguru Vaddarapalya-b (Anekal)," ""12.7781105"""," ""77.743484"""," ""E""","""572"""
" ""29572010826""",Neraluru - C (Anekal)," ""12.781063"""," ""77.771164"""," ""E""","""572"""
" ""29572010827""",Yadavanahalli - A (Anekal)," ""12.790448"""," ""77.75036"""," ""E""","""572"""
" ""29572010828""",Yadavanahalli - B (Anekal)," ""12.790898"""," ""77.75208"""," ""E""","""572"""
" ""29572010829""",Abbannana Palya (Anekal)," ""12.891499"""," ""77.65609"""," ""E""","""572"""
" ""29572010830""",Hanuman Layout (Anekal)," ""12.788723"""," ""77.74896"""," ""E""","""572"""
" ""29572010901""",Bangalapete A (Anekal)," ""12.826041"""," ""77.6838"""," ""E""","""572"""
" ""29572010902""",Banglapete-b (Anekal)," ""12.823482"""," ""77.68725"""," ""E""","""572"""
" ""29572010903""",Bommasandra A (Anekal)," ""12.815485"""," ""77.698524"""," ""E""","""572"""
" ""29572010904""",Bommasandra B (Anekal)," ""12.817114"""," ""77.70039"""," ""E""","""572"""
" ""29572010905""",Bommasandra C (Anekal)," ""12.815501"""," ""77.69847"""," ""E""","""572"""
" ""29572010906""",Bommasandra Kaigarika Pradesh (Anekal)," ""12.816256"""," ""77.69072"""," ""E""","""572"""
" ""29572010907""",Kittaganahalli A (Anekal)," ""12.802454"""," ""77.69621"""," ""E""","""572"""
" ""29572010908""",Kittaganahalli B (Anekal)," ""12.804207"""," ""77.69123"""," ""E""","""572"""
" ""29572010909""",Banahalli A (Anekal)," ""12.796681"""," ""77.69881"""," ""E""","""572"""
" ""29572010910""",Banahalli B (Anekal)," ""12.7986"""," ""77.69875"""," ""E""","""572"""
" ""29572010911""",Banahalli C (Anekal)," ""12.796588"""," ""77.70157"""," ""E""","""572"""
" ""29572010912""",Yallammanagara (Anekal)," ""12.806175"""," ""77.701775"""," ""E""","""572"""
" ""29572010913""",Sathyanarayana Layout (Anekal)," ""12.818778"""," ""77.69845"""," ""E""","""572"""
" ""29572010914""",Infosys Colony (Anekal)," ""12.822648"""," ""77.69373"""," ""E""","""572"""
" ""29572010915""",Kittaganahalli Dinne (Anekal)," ""12.800683"""," ""77.69133"""," ""E""","""572"""
" ""29572010916""",Munireddy Layout (Anekal)," ""12.810581"""," ""77.70136"""," ""E""","""572"""
" ""29572010917""",Chandapura Chathrakhane (Anekal)," ""12.803288"""," ""77.70496"""," ""E""","""572"""
" ""29572010918""",Hale Chandapura (Anekal)," ""12.805204"""," ""77.71245"""," ""E""","""572"""
" ""29572010919""",Chandapura Dinne (Anekal)," ""12.795798"""," ""77.70923"""," ""E""","""572"""
" ""29572010920""",Iggaluru (Anekal)," ""12.786618"""," ""77.70363"""," ""E""","""572"""
" ""29572010921""",Iggaluru Dinne (Anekal)," ""12.790722"""," ""77.70519"""," ""E""","""572"""
" ""29572010922""",Heelalige (Anekal)," ""12.817703"""," ""77.70897"""," ""E""","""572"""
" ""29572010923""",Andapura (Anekal)," ""12.816653"""," ""77.707054"""," ""E""","""572"""
" ""29572010924""",Ramasagara A (Anekal)," ""12.820998"""," ""77.71811"""," ""E""","""572"""
" ""29572010925""",Ramasagara B (Anekal)," ""12.820227"""," ""77.71931"""," ""E""","""572"""
" ""29572010926""",Lakshmeesagara (Anekal)," ""12.810993"""," ""77.72328"""," ""E""","""572"""
" ""29572010927""",Chandapura Keb Colony (Anekal)," ""12.800513"""," ""77.70687"""," ""E""","""572"""
" ""29572010928""",Gurappa Reddy Layout (Anekal)," ""12.80176"""," ""77.71282"""," ""E""","""572"""
" ""29572010929N""",Chandapura H. M. Lay Out (Anekal)," ""12.792361"""," ""77.70863"""," ""E""","""572"""
" ""29572010930N""",Banahalli - D (Anekal)," ""12.797236"""," ""77.70543"""," ""E""","""572"""
" ""29572011001""",Hebbagodi - A (Anekal)," ""12.82628"""," ""77.68157"""," ""E""","""572"""
" ""29572011002""",Hebbagodi - B (Anekal)," ""12.827023"""," ""77.67448"""," ""E""","""572"""
" ""29572011003""",Hebbagodi - C (Anekal)," ""12.824983"""," ""77.67157"""," ""E""","""572"""
" ""29572011004""",Hebbagodi - D (Anekal)," ""12.828558"""," ""77.68247"""," ""E""","""572"""
" ""29572011005""",Hebbagodi - E (Anekal)," ""12.825594"""," ""77.67866"""," ""E""","""572"""
" ""29572011006""",Hebbagodi - F (Anekal)," ""12.829331"""," ""77.672195"""," ""E""","""572"""
" ""29572011007""",Thirupalya.a (Anekal)," ""12.82066"""," ""77.66831"""," ""E""","""572"""
" ""29572011008""",Thirupalya.b (Anekal)," ""12.823522"""," ""77.66909"""," ""E""","""572"""
" ""29572011009""",Thirupalya.c (Anekal)," ""12.823053"""," ""77.665184"""," ""E""","""572"""
" ""29572011010""",Kammasandra (Anekal)," ""12.830376"""," ""77.69147"""," ""E""","""572"""
" ""29572011011""",Kammasandra Vinayakanagar (Anekal)," ""12.825987"""," ""77.67986"""," ""E""","""572"""
" ""29572011012""",Kammasandra Vaddarapalya (Anekal)," ""12.834689"""," ""77.69791"""," ""E""","""572"""
" ""29572011013""",H.gollahalli (Anekal)," ""12.829752"""," ""77.66786"""," ""E""","""572"""
" ""29572011014""",Veerasandra (Anekal)," ""12.837206"""," ""77.67365"""," ""E""","""572"""
" ""29572011015""",Hebbagodi - G (Anekal)," ""12.823423"""," ""77.67213"""," ""E""","""572"""
" ""29572011016""",Huskuru (Anekal)," ""12.861657"""," ""77.704926"""," ""E""","""572"""
" ""29572011017""",Avalahalli (Anekal)," ""12.869403"""," ""77.711586"""," ""E""","""572"""
" ""29572011018""",Chokkasandra (Anekal)," ""12.871315"""," ""77.72219"""," ""E""","""572"""
" ""29572011019""",Chinthalamadiva (Anekal)," ""12.854094"""," ""77.71188"""," ""E""","""572"""
" ""29572011020""",Kaggalipura (Anekal)," ""12.855462"""," ""77.725334"""," ""E""","""572"""
" ""29572011021""",Huskuruharohalli (Anekal)," ""12.86212"""," ""77.71991"""," ""E""","""572"""
" ""29572011022""",Gulimangala (Anekal)," ""12.852103"""," ""77.70425"""," ""E""","""572"""
" ""29572011023""",Shanthipura (Anekal)," ""12.846095"""," ""77.684395"""," ""E""","""572"""
" ""29572011024""",Chudasandra (Anekal)," ""12.88886"""," ""77.68145"""," ""E""","""572"""
" ""29572011025""",Rayasandra (Anekal)," ""12.8765335"""," ""77.679535"""," ""E""","""572"""
" ""29572011026""",Gattahalli (Anekal)," ""12.868323"""," ""77.70306"""," ""E""","""572"""
" ""29572011027""",Chikkanagamangala (Anekal)," ""12.859728"""," ""77.69515"""," ""E""","""572"""
" ""29572011028""",Kudlu - A (Anekal)," ""12.888219"""," ""77.65582"""," ""E""","""572"""
" ""29572011029""",Kudlu - B (Anekal)," ""12.888809"""," ""77.656746"""," ""E""","""572"""
" ""29572011030""",Kudlu - C (Anekal)," ""12.891163"""," ""77.6725"""," ""E""","""572"""
" ""29572011031""",Kudlugate (Anekal)," ""12.886671"""," ""77.65062"""," ""E""","""572"""
