awc_code,awc_name,lat,lon,awc_alpha_code,dist_code
" ""29572020507""",J.c.nagar-3 (Bangalore Central)," ""13.002954"""," ""77.53304"""," ""F""","""572"""
" ""29572020508""",J.c Nagar-4 (Bangalore Central)," ""13.004323"""," ""77.53027"""," ""F""","""572"""
" ""29572020509""",J.c. Nagar-5 (Bangalore Central)," ""13.003542"""," ""77.53201"""," ""F""","""572"""
" ""29572020510""",Geleyara Balaga (Bangalore Central)," ""13.006531"""," ""77.54034"""," ""F""","""572"""
" ""29572020511""",Kaveri Nagar (Bangalore Central)," ""12.999258"""," ""77.53053"""," ""F""","""572"""
" ""29572020512""",Kurubara Halli (Bangalore Central)," ""12.998505"""," ""77.535866"""," ""F""","""572"""
" ""29572020513""",Kateerava Nagar-1 (Bangalore Central)," ""13.017449"""," ""77.53771"""," ""F""","""572"""
" ""29572020514""",Kanteerava Nagar-2 (Bangalore Central)," ""13.015555"""," ""77.53636"""," ""F""","""572"""
" ""29572020515""",Kanteerava Nagar-3 (Bangalore Central)," ""13.018731"""," ""77.53658"""," ""F""","""572"""
" ""29572020516""",Kanteerava Nagar-4 (Bangalore Central)," ""13.015551"""," ""77.53641"""," ""F""","""572"""
" ""29572020517""",Kanteeerava Nagar-5 (Bangalore Central)," ""13.020139"""," ""77.5356"""," ""F""","""572"""
" ""29572020518""",Parimala Nagar (Bangalore Central)," ""13.018699"""," ""77.53653"""," ""F""","""572"""
" ""29572020519""",Chandra Nagar-1 (Bangalore Central)," ""12.997017"""," ""77.52531"""," ""F""","""572"""
" ""29572020520""",Bheem Shakthi Nagar (Bangalore Central)," ""12.995118"""," ""77.5238"""," ""F""","""572"""
" ""29572020521""",Gajanana Slum (Bangalore Central)," ""13.020511"""," ""77.55073"""," ""F""","""572"""
" ""29572020522""",Govardhan -1 (Bangalore Central)," ""13.020051"""," ""77.546486"""," ""F""","""572"""
" ""29572020523""",Ashok Puram (Bangalore Central)," ""13.014822"""," ""77.54776"""," ""F""","""572"""
" ""29572020524""",Kirlsokar Colony (Bangalore Central)," ""13.003743"""," ""77.528656"""," ""F""","""572"""
" ""29572020525""",Gowtham Nagar (Bangalore Central)," ""13.022605"""," ""77.54375"""," ""F""","""572"""
" ""29572020526""",Ramanna Layout (Bangalore Central)," ""13.019241"""," ""77.530106"""," ""F""","""572"""
" ""29572020527""",J.s Nagar (Bangalore Central)," ""13.007068"""," ""77.5358"""," ""F""","""572"""
" ""29572020528""",Kuvempu Nagar (Bangalore Central)," ""13.000553"""," ""77.52909"""," ""F""","""572"""
" ""29572020529""",Vrishabhavathi Nagar (Bangalore Central)," ""12.990808"""," ""77.52198"""," ""F""","""572"""
" ""29572020530""",Chandra Nagar-2 (Bangalore Central)," ""12.995803"""," ""77.52428"""," ""F""","""572"""
" ""29572020601""",Haridasa Nagar (Bangalore Central)," ""12.921563"""," ""77.528145"""," ""F""","""572"""
" ""29572020602""",New Guddada Halli (Bangalore Central)," ""12.958718"""," ""77.547325"""," ""F""","""572"""
" ""29572020603""",Amid Khan Garden (Bangalore Central)," ""12.957343"""," ""77.579346"""," ""F""","""572"""
" ""29572020604""",R G Garden (Bangalore Central)," ""12.956954"""," ""77.578835"""," ""F""","""572"""
" ""29572020605""",Appajappa Garden (Bangalore Central)," ""12.956115"""," ""77.57947"""," ""F""","""572"""
" ""29572020606""",Kumbara Gundi (Bangalore Central)," ""12.96127"""," ""77.582504"""," ""F""","""572"""
" ""29572020607""",Y M Shale (Bangalore Central)," ""12.958435"""," ""77.583244"""," ""F""","""572"""
" ""29572020608""",Drupadhi Dharmaraya Temple (Bangalore Central)," ""12.960345"""," ""77.578766"""," ""F""","""572"""
" ""29572020609""",Sampangi Rama Nagar-1 (Bangalore Central)," ""12.96512"""," ""77.5902"""," ""F""","""572"""
" ""29572020610""",Sampangi Rama Nagar-2 (Bangalore Central)," ""12.96511"""," ""77.590195"""," ""F""","""572"""
" ""29572020611""",Ramanna Garden (Bangalore Central)," ""12.960118"""," ""77.58557"""," ""F""","""572"""
" ""29572020612""",Ramanna Garden-2 (Bangalore Central)," ""12.960977"""," ""77.58564"""," ""F""","""572"""
" ""29572020613""",Kalasi Palya (Bangalore Central)," ""12.961418"""," ""77.57644"""," ""F""","""572"""
" ""29572020614""",Badama Khan-1 (Bangalore Central)," ""12.954437"""," ""77.58835"""," ""F""","""572"""
" ""29572020615""",Badama Khan-2 (Bangalore Central)," ""12.954463"""," ""77.58833"""," ""F""","""572"""
" ""29572020616""",N S Garden (Bangalore Central)," ""12.96042"""," ""77.584625"""," ""F""","""572"""
" ""29572020617""",Vinobha Nagar (Bangalore Central)," ""12.956948"""," ""77.58395"""," ""F""","""572"""
" ""29572020618""",New Guddada Halli-1 (Bangalore Central)," ""12.959342"""," ""77.546295"""," ""F""","""572"""
" ""29572020619""",Kalyani School S R Nagar (Bangalore Central)," ""12.96678"""," ""77.59069"""," ""F""","""572"""
" ""29572020620""",Chikka Pete (Bangalore Central)," ""12.968465"""," ""77.5761"""," ""F""","""572"""
" ""29572020621""",Chikka Mavalli (Bangalore Central)," ""12.951391"""," ""77.581345"""," ""F""","""572"""
" ""29572020701""",Mariyappana Palya-1 (Bangalore Central)," ""12.970478"""," ""77.55653"""," ""F""","""572"""
" ""29572020702""",Mariyappana Palya-2 (Bangalore Central)," ""12.974032"""," ""77.55683"""," ""F""","""572"""
" ""29572020703""",Cholara Palya (Bangalore Central)," ""12.972484"""," ""77.54715"""," ""F""","""572"""
" ""29572020704""",Kadapa Swamy Matt (Bangalore Central)," ""12.969343"""," ""77.55491"""," ""F""","""572"""
" ""29572020705""",Priyadarshini (Bangalore Central)," ""12.969341"""," ""77.55492"""," ""F""","""572"""
" ""29572020706""",Gopala Pura-1 (Bangalore Central)," ""12.976693"""," ""77.56213"""," ""F""","""572"""
" ""29572020707""",Gopala Pura-2 (Bangalore Central)," ""12.976028"""," ""77.55933"""," ""F""","""572"""
" ""29572020708""",Gopala Pura-3 (Bangalore Central)," ""12.969188"""," ""77.55856"""," ""F""","""572"""
" ""29572020709""",Gopala Pura-4 (Bangalore Central)," ""12.97728"""," ""77.560974"""," ""F""","""572"""
" ""29572020710""",Ashwath Nagar (Bangalore Central)," ""12.973931"""," ""77.562614"""," ""F""","""572"""
" ""29572020711""",Keshava Nagar (Bangalore Central)," ""12.972058"""," ""77.56279"""," ""F""","""572"""
" ""29572020712""",Nagamma Nagar (Bangalore Central)," ""12.9682665"""," ""77.56312"""," ""F""","""572"""
" ""29572020713""",Nethaji Nagar (Bangalore Central)," ""12.968763"""," ""77.562256"""," ""F""","""572"""
" ""29572020714""",Okali Puram -1 (Bangalore Central)," ""12.98312"""," ""77.56797"""," ""F""","""572"""
" ""29572020715""",Okali Puram -2 (Bangalore Central)," ""12.983305"""," ""77.56814"""," ""F""","""572"""
" ""29572020716""",N R Colony-1 (Bangalore Central)," ""12.985401"""," ""77.56838"""," ""F""","""572"""
" ""29572020717""",Lakshman Rao Nagar (Bangalore Central)," ""12.985458"""," ""77.56959"""," ""F""","""572"""
" ""29572020718""",Ambedkar Nagar (Bangalore Central)," ""12.967176"""," ""77.555305"""," ""F""","""572"""
" ""29572020719""",Arundathi Nagar (Bangalore Central)," ""12.98784"""," ""77.56722"""," ""F""","""572"""
" ""29572020720""",Rama Krishna Seva Nagar (Bangalore Central)," ""12.989897"""," ""77.56782"""," ""F""","""572"""
" ""29572020721""",Thammaiah Park (Bangalore Central)," ""12.97284"""," ""77.561584"""," ""F""","""572"""
" ""29572020722""",Ranganatha Colony (Bangalore Central)," ""12.965425"""," ""77.555305"""," ""F""","""572"""
" ""29572020723""",Kamala Neharu Nagar (Bangalore Central)," ""12.965368"""," ""77.55524"""," ""F""","""572"""
" ""29572020724""",Binni Pete (Bangalore Central)," ""12.967123"""," ""77.55508"""," ""F""","""572"""
" ""29572020725""",Goripalya North (Bangalore Central)," ""12.964232"""," ""77.55734"""," ""F""","""572"""
" ""29572020726""",Goripalya South-1 (Bangalore Central)," ""12.963413"""," ""77.555016"""," ""F""","""572"""
" ""29572020727""",Goripalya South-2 (Bangalore Central)," ""12.963415"""," ""77.555466"""," ""F""","""572"""
" ""29572020728""",Muslim Huts -2 (Bangalore Central)," ""12.963603"""," ""77.55446"""," ""F""","""572"""
" ""29572020729""",Muslim Huts -3 (Bangalore Central)," ""12.9654"""," ""77.55536"""," ""F""","""572"""
" ""29572020730""",Rajaji Nagar (Bangalore Central)," ""12.980546"""," ""77.55811"""," ""F""","""572"""
" ""29572020801""",Kamakshi Palya (Bangalore Central)," ""12.988328"""," ""77.530045"""," ""F""","""572"""
" ""29572020802""",K P Agrahara (Bangalore Central)," ""12.966323"""," ""77.55556"""," ""F""","""572"""
" ""29572020803""",Bhuvaneshwari Nagar (Bangalore Central)," ""12.96891"""," ""77.552734"""," ""F""","""572"""
" ""29572020804""",Anchepalya (Bangalore Central)," ""12.955622"""," ""77.54918"""," ""F""","""572"""
" ""29572020805""",Haleguddada Halli (Bangalore Central)," ""12.961006"""," ""77.54832"""," ""F""","""572"""
" ""29572020806""",Bhakthilingeshwara Nagar (Bangalore Central)," ""12.971143"""," ""77.52637"""," ""F""","""572"""
" ""29572020807""",Subramanya Nagar (Bangalore Central)," ""12.99173"""," ""77.55612"""," ""F""","""572"""
" ""29572020808""",Gayathri Nagar (Bangalore Central)," ""12.994541"""," ""77.55658"""," ""F""","""572"""
" ""29572020809""",Thotada Rashte Sannakki Bayalu (Bangalore Central)," ""12.990737"""," ""77.523315"""," ""F""","""572"""
" ""29572020810""",Arafath Nagar (Bangalore Central)," ""12.963415"""," ""77.54542"""," ""F""","""572"""
" ""29572020811""",Basaveshwara Nagra (Bangalore Central)," ""12.991394"""," ""77.526985"""," ""F""","""572"""
" ""29572020812""",Cheluvappa Garden (Bangalore Central)," ""12.969157"""," ""77.55058"""," ""F""","""572"""
" ""29572020813""",Girigudda Slum (Bangalore Central)," ""12.940208"""," ""77.53813"""," ""F""","""572"""
" ""29572020814""",Kaveri Pura (Bangalore Central)," ""12.974397"""," ""77.519196"""," ""F""","""572"""
" ""29572020815""",Thimmaiaha Park-2 (Bangalore Central)," ""12.972241"""," ""77.561584"""," ""F""","""572"""
" ""29572020816""",Kaveri Pura-3 (Bangalore Central)," ""12.988383"""," ""77.53005"""," ""F""","""572"""
" ""29572020817""",Kaveri Pura-2 (Bangalore Central)," ""12.981198"""," ""77.527954"""," ""F""","""572"""
" ""29572020818""",Panthara Palya (Bangalore Central)," ""12.941474"""," ""77.52427"""," ""F""","""572"""
" ""29572020819""",Mudalu Palya (Bangalore Central)," ""12.969537"""," ""77.520195"""," ""F""","""572"""
" ""29572020901""",Krishna Nanda Nagar (Bangalore Central)," ""13.018279"""," ""77.54127"""," ""F""","""572"""
" ""29572020902""",Someshwara Nagar (Bangalore Central)," ""13.018202"""," ""77.54477"""," ""F""","""572"""
" ""29572020903""",Jademuneshwara Block (Bangalore Central)," ""13.005139"""," ""77.539536"""," ""F""","""572"""
" ""29572020904""",Prem Nagar (Bangalore Central)," ""12.995976"""," ""77.52381"""," ""F""","""572"""
" ""29572020905""",N S Badavane (Bangalore Central)," ""13.014637"""," ""77.53341"""," ""F""","""572"""
" ""29572020906""",Kastoori Badavane (Bangalore Central)," ""12.997413"""," ""77.52736"""," ""F""","""572"""
" ""29572020907""",Chowdeshwari Nagar (Bangalore Central)," ""12.999809"""," ""77.519485"""," ""F""","""572"""
" ""29572020908""",Vijaya Nanda Nagar (Bangalore Central)," ""13.017841"""," ""77.54002"""," ""F""","""572"""
" ""29572020909""",Gowtham Nagar (Bangalore Central)," ""13.012257"""," ""77.54178"""," ""F""","""572"""
" ""29572020910""",Parimala Nagar (Bangalore Central)," ""13.021406"""," ""77.537186"""," ""F""","""572"""
" ""29572020911""",Kooli Nagar (Bangalore Central)," ""13.008563"""," ""77.5287"""," ""F""","""572"""
" ""29572020912""",Sakamma Badavane (Bangalore Central)," ""13.009524"""," ""77.52685"""," ""F""","""572"""
" ""29572020913""",J C Nagar-7 (Bangalore Central)," ""13.006253"""," ""77.53528"""," ""F""","""572"""
" ""29572020914""",Rajeev Gandhi Nagar (Bangalore Central)," ""13.019495"""," ""77.54087"""," ""F""","""572"""
" ""29572020915""",Shankar Nagar (Bangalore Central)," ""13.012052"""," ""77.54254"""," ""F""","""572"""
" ""29572020916""",Ganesha Block (Bangalore Central)," ""13.019482"""," ""77.52772"""," ""F""","""572"""
" ""29572020917""",Kamala Nagar Market Slum (Bangalore Central)," ""12.995146"""," ""77.527626"""," ""F""","""572"""
" ""29572020918""",Swathanthra Yodhara Nagar (Bangalore Central)," ""13.0023365"""," ""77.523735"""," ""F""","""572"""
" ""29572020919""",Vrushabhavathi Nagar (Bangalore Central)," ""13.006188"""," ""77.53447"""," ""F""","""572"""
" ""29572020920""",Kuvempu Nagar-2 (Bangalore Central)," ""13.004844"""," ""77.53227"""," ""F""","""572"""
" ""29572020921""",Jaya Maruthi Nagar (Bangalore Central)," ""13.001685"""," ""77.52365"""," ""F""","""572"""
" ""29572020922""",N R Colony-2 (Bangalore Central)," ""13.025574"""," ""77.53765"""," ""F""","""572"""
" ""29572021115N""",Laggere ring road  (Bangalore Central)," ""13.003398"""," ""77.52883"""," ""F""","""572"""
" ""29572021116N""",Preetinagara (Bangalore Central)," ""13.012376"""," ""77.52524"""," ""F""","""572"""
" ""29572021117N""",Lakshmidevinagara (Bangalore Central)," ""13.0158205"""," ""77.52752"""," ""F""","""572"""
" ""29572021118N""",Narasimhaswamy badavane  (Bangalore Central)," ""13.006626"""," ""77.52927"""," ""F""","""572"""
" ""29572021119N""",Govardhan slum saraswatipuram (Bangalore Central)," ""13.010244"""," ""77.54169"""," ""F""","""572"""
" ""29572030101""",Yelahanka 1 (Bangalore North)," ""13.098764"""," ""77.60096"""," ""G""","""572"""
" ""29572030102""",Surabhilayout (Bangalore North)," ""13.093614"""," ""77.6001"""," ""G""","""572"""
" ""29572030103""",Yelahanka 3 (Bangalore North)," ""13.102642"""," ""77.59812"""," ""G""","""572"""
" ""29572030104""",Yelahanka 4 (Bangalore North)," ""13.102964"""," ""77.59733"""," ""G""","""572"""
" ""29572030105""",Yelahanka 5 (Bangalore North)," ""13.101885"""," ""77.59427"""," ""G""","""572"""
" ""29572030106""",Gandhinagar (Bangalore North)," ""13.098952"""," ""77.59652"""," ""G""","""572"""
" ""29572030107""",Venkatala (Bangalore North)," ""13.111366"""," ""77.60339"""," ""G""","""572"""
" ""29572030108""",Kondappalayout1 (Bangalore North)," ""13.1085"""," ""77.59384"""," ""G""","""572"""
" ""29572030109""",Kondappalayout2 (Bangalore North)," ""13.110188"""," ""77.59051"""," ""G""","""572"""
" ""29572030110""",Kondappalayout 3 (Bangalore North)," ""13.108606"""," ""77.591515"""," ""G""","""572"""
" ""29572030111""",Kamakshammalayout 1 (Bangalore North)," ""13.106852"""," ""77.59376"""," ""G""","""572"""
" ""29572030112""",Kamakshammalayout 2 (Bangalore North)," ""13.106868"""," ""77.59375"""," ""G""","""572"""
" ""29572030113""",Yelahanka 2 (Bangalore North)," ""13.10354"""," ""77.59311"""," ""G""","""572"""
" ""29572030114""",Manovarthitota (Bangalore North)," ""13.105808"""," ""77.594826"""," ""G""","""572"""
" ""29572030115""",Puttenahalli (Bangalore North)," ""13.109582"""," ""77.58023"""," ""G""","""572"""
" ""29572030116""",J.p.colony (Bangalore North)," ""13.1044235"""," ""77.588554"""," ""G""","""572"""
" ""29572030117""",L.b.s.nagar 1 (Bangalore North)," ""13.09213"""," ""77.591255"""," ""G""","""572"""
" ""29572030118""",L.b.s.nagar 2 (Bangalore North)," ""13.092186"""," ""77.591255"""," ""G""","""572"""
" ""29572030119""",Allalasandra 1 (Bangalore North)," ""13.08717"""," ""77.58707"""," ""G""","""572"""
" ""29572030120""",Allalasandra 2 (Bangalore North)," ""13.086413"""," ""77.58788"""," ""G""","""572"""
" ""29572030121""",Chikkabommasandra 1 (Bangalore North)," ""13.089614"""," ""77.581245"""," ""G""","""572"""
" ""29572030122""",Chikkabommasandra 2 (Bangalore North)," ""13.090832"""," ""77.57972"""," ""G""","""572"""
" ""29572030123""",Chikkabommasandra 3 (Bangalore North)," ""13.09296"""," ""77.58414"""," ""G""","""572"""
" ""29572030124""",Ambedkar Nagar (Bangalore North)," ""13.092874"""," ""77.584625"""," ""G""","""572"""
" ""29572030125""",Matrulayout (Bangalore North)," ""13.097201"""," ""77.57645"""," ""G""","""572"""
" ""29572030126""",Yelahanka New Town 1 (Bangalore North)," ""13.093828"""," ""77.57942"""," ""G""","""572"""
" ""29572030127""",Yelahanka New Town 3 (Bangalore North)," ""13.09582"""," ""77.57963"""," ""G""","""572"""
" ""29572030128N""",shivanahalli (Bangalore North)," ""13.088863"""," ""77.60431"""," ""G""","""572"""
" ""29572030129N""",Allalasandhra-3 (Bangalore North)," ""13.097205"""," ""77.59747"""," ""G""","""572"""
" ""29572030201""",Attur (Bangalore North)," ""13.107651"""," ""77.564285"""," ""G""","""572"""
" ""29572030202""",Attur Layout 1 (Bangalore North)," ""13.103173"""," ""77.56639"""," ""G""","""572"""
" ""29572030203""",Attur Layout 2 (Bangalore North)," ""13.099051"""," ""77.569756"""," ""G""","""572"""
" ""29572030204""",Attur Layout - 3 (Bangalore North)," ""13.100608"""," ""77.56766"""," ""G""","""572"""
" ""29572030205""",Thirumalappa Nagar (Bangalore North)," ""13.1016655"""," ""77.56214"""," ""G""","""572"""
" ""29572030206""",Yelahanka Upanagar - 2 (Bangalore North)," ""13.103913"""," ""77.57529"""," ""G""","""572"""
" ""29572030207""",Ananthapura (Bangalore North)," ""13.117051"""," ""77.56866"""," ""G""","""572"""
" ""29572030208""",Ananthapura Mini (Bangalore North)," ""13.114463"""," ""77.56869"""," ""G""","""572"""
" ""29572030209""",Doddabettahalli (Bangalore North)," ""13.091069"""," ""77.55596"""," ""G""","""572"""
" ""29572030210""",Doddabettahalli Layout (Bangalore North)," ""13.091757"""," ""77.55849"""," ""G""","""572"""
" ""29572030211""",Doddabettahalli Mini (Bangalore North)," ""13.093614"""," ""77.555016"""," ""G""","""572"""
" ""29572030212""",Chikkabettahalli (Bangalore North)," ""13.089483"""," ""77.5539"""," ""G""","""572"""
" ""29572030213""",Basavalingappa Layout (Bangalore North)," ""13.087805"""," ""77.5432"""," ""G""","""572"""
" ""29572030214""",Amruthahalli - 1 (Bangalore North)," ""13.063995"""," ""77.60136"""," ""G""","""572"""
" ""29572030215""",Amruthahalli - 2 (Bangalore North)," ""13.064103"""," ""77.60135"""," ""G""","""572"""
" ""29572030216""",Amruthahalli - 3 (Bangalore North)," ""13.063908"""," ""77.60071"""," ""G""","""572"""
" ""29572030217""",Hoysala Layout (Bangalore North)," ""13.06605"""," ""77.60756"""," ""G""","""572"""
" ""29572030218""",Kashi Nagar (Bangalore North)," ""13.063425"""," ""77.5967"""," ""G""","""572"""
" ""29572030219""",Amruthanagar Mini (Bangalore North)," ""13.058695"""," ""77.598694"""," ""G""","""572"""
" ""29572030220""",Byatarayanapura - 1 (Bangalore North)," ""13.069214"""," ""77.59268"""," ""G""","""572"""
" ""29572030221""",Byatarayanapura - 2 (Bangalore North)," ""13.063828"""," ""77.59181"""," ""G""","""572"""
" ""29572030222""",Kempapura - 1 (Bangalore North)," ""13.048045"""," ""77.600716"""," ""G""","""572"""
" ""29572030223""",Kempapura - 2 (Bangalore North)," ""13.066997"""," ""77.593636"""," ""G""","""572"""
" ""29572030224""",Kariyanna Layout (Bangalore North)," ""13.050713"""," ""77.600586"""," ""G""","""572"""
" ""29572030225""",Yogeshwari Nagar (Bangalore North)," ""13.050738"""," ""77.60053"""," ""G""","""572"""
" ""29572030231N""",Shabarinagara (Bangalore North)," ""13.066218"""," ""77.590416"""," ""G""","""572"""
" ""29572030232N""",Rajugandinagara (Bangalore North)," ""13.085058"""," ""77.54665"""," ""G""","""572"""
" ""29572030301""",Rajankunte 1 (Bangalore North)," ""13.172444"""," ""77.56397"""," ""G""","""572"""
" ""29572030302""",Rajankunte 2 (Bangalore North)," ""13.172638"""," ""77.56133"""," ""G""","""572"""
" ""29572030303""",Parvatipur (Bangalore North)," ""13.170735"""," ""77.56581"""," ""G""","""572"""
" ""29572030304""",Addiganahalli (Bangalore North)," ""13.173985"""," ""77.569725"""," ""G""","""572"""
" ""29572030305""",Sadenahalli (Bangalore North)," ""13.194872"""," ""77.57263"""," ""G""","""572"""
" ""29572030306""",Sadenahalli Layout (Bangalore North)," ""13.184058"""," ""77.57036"""," ""G""","""572"""
" ""29572030307""",Aade (Bangalore North)," ""13.206146"""," ""77.54796"""," ""G""","""572"""
" ""29572030308""",Vishwanathapur (Bangalore North)," ""13.185924"""," ""77.55091"""," ""G""","""572"""
" ""29572030309""",Shriramnahalli (Bangalore North)," ""13.195167"""," ""77.558205"""," ""G""","""572"""
" ""29572030310""",Itagalpur (Bangalore North)," ""13.170248"""," ""77.54354"""," ""G""","""572"""
" ""29572030311""",Singanayaknahalli (Bangalore North)," ""13.14772"""," ""77.56893"""," ""G""","""572"""
" ""29572030312""",Singanayaknahalli Colony (Bangalore North)," ""13.148233"""," ""77.567375"""," ""G""","""572"""
" ""29572030313""",Dibbur (Bangalore North)," ""13.167115"""," ""77.529236"""," ""G""","""572"""
" ""29572030314""",Madappanahalli (Bangalore North)," ""13.15397"""," ""77.54049"""," ""G""","""572"""
" ""29572030315""",Myalapanahalli (Bangalore North)," ""13.136503"""," ""77.53497"""," ""G""","""572"""
" ""29572030316""",Honnenahalli (Bangalore North)," ""13.15965"""," ""77.56599"""," ""G""","""572"""
" ""29572030317""",Avlahalli (Bangalore North)," ""13.135346"""," ""77.5686"""," ""G""","""572"""
" ""29572030318""",Avlahalli Mini (Bangalore North)," ""13.134695"""," ""77.565956"""," ""G""","""572"""
" ""29572030319""",Ganteganahalli (Bangalore North)," ""13.143521"""," ""77.58901"""," ""G""","""572"""
" ""29572030320""",Ramgodanahalli (Bangalore North)," ""13.119505"""," ""77.558586"""," ""G""","""572"""
" ""29572030321""",Ramgodanahalli 2 (Bangalore North)," ""13.119155"""," ""77.559235"""," ""G""","""572"""
" ""29572030322""",Nagadasanahalli (Bangalore North)," ""13.159717"""," ""77.57782"""," ""G""","""572"""
" ""29572030323""",Muddanahalli (Bangalore North)," ""13.150546"""," ""77.5785"""," ""G""","""572"""
" ""29572030324""",Nagenahalli (Bangalore North)," ""13.131251"""," ""77.57544"""," ""G""","""572"""
" ""29572030325""",Nagenahalli 2 (Bangalore North)," ""13.130755"""," ""77.57511"""," ""G""","""572"""
" ""29572030326""",Harohalli (Bangalore North)," ""13.13054"""," ""77.57953"""," ""G""","""572"""
" ""29572030327""",Kenchenahalli (Bangalore North)," ""13.119126"""," ""77.58439"""," ""G""","""572"""
" ""29572030328N""",yadayurappa nagara (Bangalore North)," ""13.151577"""," ""77.56201"""," ""G""","""572"""
" ""29572030401""",Sonnenahalli (Bangalore North)," ""13.198071"""," ""77.499855"""," ""G""","""572"""
" ""29572030402""",Kamakshipura (Bangalore North)," ""13.199587"""," ""77.48854"""," ""G""","""572"""
" ""29572030403""",Byatha (Bangalore North)," ""13.192759"""," ""77.48411"""," ""G""","""572"""
" ""29572030404""",Seeresandra (Bangalore North)," ""13.1926365"""," ""77.483955"""," ""G""","""572"""
" ""29572030405""",Karlapura (Bangalore North)," ""13.20495"""," ""77.49118"""," ""G""","""572"""
" ""29572030406""",Karlapura Palya (Bangalore North)," ""13.21319"""," ""77.49587"""," ""G""","""572"""
" ""29572030407""",Challahalli (Bangalore North)," ""13.218045"""," ""77.50566"""," ""G""","""572"""
" ""29572030408""",Haniyura (Bangalore North)," ""13.2132"""," ""77.51457"""," ""G""","""572"""
" ""29572030409""",Dadanapalya (Bangalore North)," ""13.207624"""," ""77.5098"""," ""G""","""572"""
" ""29572030410""",Channasandra (Bangalore North)," ""13.200835"""," ""77.50829"""," ""G""","""572"""
" ""29572030411""",Kakolu (Bangalore North)," ""13.186232"""," ""77.5202"""," ""G""","""572"""
" ""29572030412""",Kakolu Colony (Bangalore North)," ""13.183375"""," ""77.51869"""," ""G""","""572"""
" ""29572030413""",Shanabhoganhalli (Bangalore North)," ""13.179435"""," ""77.532745"""," ""G""","""572"""
" ""29572030414""",Shanabhoganhalli Colony (Bangalore North)," ""13.172782"""," ""77.530525"""," ""G""","""572"""
" ""29572030415""",Arakere (Bangalore North)," ""13.200368"""," ""77.53778"""," ""G""","""572"""
" ""29572030416""",Arakere Colony (Bangalore North)," ""13.186078"""," ""77.54206"""," ""G""","""572"""
" ""29572030417""",Marasandra 1 (Bangalore North)," ""13.222687"""," ""77.54902"""," ""G""","""572"""
" ""29572030418""",Marasandra 2 (Bangalore North)," ""13.227999"""," ""77.5503"""," ""G""","""572"""
" ""29572030419""",Chokkanahalli (Bangalore North)," ""13.18383"""," ""77.53977"""," ""G""","""572"""
" ""29572030420""",Suradevanpura (Bangalore North)," ""13.209947"""," ""77.56189"""," ""G""","""572"""
" ""29572030421""",Suradevanpura Colony (Bangalore North)," ""13.205818"""," ""77.55778"""," ""G""","""572"""
" ""29572030422""",Kadatanmalai (Bangalore North)," ""13.211054"""," ""77.545235"""," ""G""","""572"""
" ""29572030423""",Budumanahalli (Bangalore North)," ""13.190506"""," ""77.52858"""," ""G""","""572"""
" ""29572030424""",Byrapura (Bangalore North)," ""13.201836"""," ""77.5223"""," ""G""","""572"""
" ""29572030425""",Nellakunte (Bangalore North)," ""13.221232"""," ""77.541664"""," ""G""","""572"""
" ""29572030426""",Kakkehalli (Bangalore North)," ""13.215152"""," ""77.527855"""," ""G""","""572"""
" ""29572030501""",Shrinaspura (Bangalore North)," ""13.1043215"""," ""77.62347"""," ""G""","""572"""
" ""29572030502""",Bellahalli (Bangalore North)," ""13.1008"""," ""77.6426"""," ""G""","""572"""
" ""29572030503""",Chokkanahalli (Bangalore North)," ""13.085062"""," ""77.62565"""," ""G""","""572"""
" ""29572030504""",Tirumenahalli (Bangalore North)," ""13.091917"""," ""77.633095"""," ""G""","""572"""
" ""29572030505""",Agrahara (Bangalore North)," ""13.0914"""," ""77.61937"""," ""G""","""572"""
" ""29572030506""",Agrahara Layout 1 (Bangalore North)," ""13.09811"""," ""77.62873"""," ""G""","""572"""
" ""29572030507""",Agrahara Layout 2 (Bangalore North)," ""13.096049"""," ""77.62721"""," ""G""","""572"""
" ""29572030508""",Agrahara Layout 3 (Bangalore North)," ""13.098655"""," ""77.62436"""," ""G""","""572"""
" ""29572030509""",Kogilu (Bangalore North)," ""13.076848"""," ""77.60557"""," ""G""","""572"""
" ""29572030510""",Kogilu Layout 1 (Bangalore North)," ""13.104595"""," ""77.631165"""," ""G""","""572"""
" ""29572030511""",Kogilu Layout 2 (Bangalore North)," ""13.108223"""," ""77.631805"""," ""G""","""572"""
" ""29572030512""",Kogilu Layout 3 (Bangalore North)," ""13.10842"""," ""77.63236"""," ""G""","""572"""
" ""29572030513""",Sampigehalli (Bangalore North)," ""13.081768"""," ""77.61794"""," ""G""","""572"""
" ""29572030514""",Sampigehalli Lay Out (Bangalore North)," ""13.076718"""," ""77.629616"""," ""G""","""572"""
" ""29572030515""",Srirampura (Bangalore North)," ""13.06604"""," ""77.61949"""," ""G""","""572"""
" ""29572030516""",Jakkuru (Bangalore North)," ""13.076768"""," ""77.605606"""," ""G""","""572"""
" ""29572030517""",Jakkuru S.c.colony (Bangalore North)," ""13.08266"""," ""77.607254"""," ""G""","""572"""
" ""29572030518""",Jakkuru Layout 1 (Bangalore North)," ""13.072297"""," ""77.60036"""," ""G""","""572"""
" ""29572030519""",Jakkuru Layout 2 (Bangalore North)," ""13.071211"""," ""77.60158"""," ""G""","""572"""
