awc_name,lat,lon,awc_code,awc_alpha_code,dist_code
Kallahatti-1 (Hiriyur),14.086752,76.49933,29566040915,F,566
Kallahatti-2 (Hiriyur),14.084528,76.50151,29566040916,F,566
Kpverahatti (Hiriyur),14.111126,76.47005,29566040917,F,566
Karobayanajhatti (Hiriyur),14.138464,76.469955,29566040918,F,566
K C Roppa (Hiriyur),14.050295,76.48996,29566040919,F,566
Maradihalli-1 (Hiriyur),14.133997,76.52694,29566040920,F,566
Maradihalli A.k.colonuy (Hiriyur),14.132666,76.524605,29566040921,F,566
Maradihalli -2 (Hiriyur),14.132965,76.52731,29566040922,F,566
Maradihalli Gollarahaatti (Hiriyur),14.124986,76.52861,29566040923,F,566
Malalrasanahatti (Hiriyur),14.040971,76.4974,29566040924,F,566
Maradidevigere (Hiriyur),14.093402,76.510254,29566040925,F,566
Palavanahalli-1 (Hiriyur),14.144498,76.47992,29566040926,F,566
Palavanahalli-2 (Hiriyur),14.145188,76.48061,29566040927,F,566
Palavanahalli-3 (Hiriyur),14.144285,76.47989,29566040928,F,566
Saluhunase Gollarahatti (Hiriyur),14.114801,76.493065,29566040929,F,566
Saluhunase Lambani Tanda (Hiriyur),14.112907,76.49989,29566040930,F,566
Salabommanahalli (Hiriyur),14.087673,76.6011,29566040931,F,566
Talavatti 1 (Hiriyur),14.103613,76.55848,29566040932,F,566
Talavatti 2 (Hiriyur),14.103323,76.56175,29566040933,F,566
Vaddikere-1 (Hiriyur),14.114074,76.59582,29566040934,F,566
Vaddikere-2 (Hiriyur),14.116517,76.597206,29566040935,F,566
Yalakuranahalli (Hiriyur),14.06537,76.453316,29566040936,F,566
Anesidri (Hiriyur),13.846098,76.725586,29566041001,F,566
Anesidri Gollarahatti (Hiriyur),13.843429,76.71671,29566041002,F,566
Bagganadu (Hiriyur),13.867814,76.69139,29566041003,F,566
Bagganadu Hosuru (Hiriyur),13.871211,76.69258,29566041004,F,566
Benneerappanahatti (Hiriyur),13.824848,76.73574,29566041005,F,566
Boranakunte (Hiriyur),13.90944,76.716995,29566041006,F,566
Gayitripura (Hiriyur),13.807669,76.72777,29566041007,F,566
Goraladaku (Hiriyur),13.878672,76.72978,29566041008,F,566
Javanagondanahalli 1 (Hiriyur),13.8387165,76.7417,29566041009,F,566
Javanagondanahalli 2 (Hiriyur),13.835255,76.74684,29566041010,F,566
Javanagondanahalli 3 (Hiriyur),13.83725,76.74548,29566041011,F,566
Javanagondanahalli 4 (Hiriyur),13.838395,76.74682,29566041012,F,566
Julaiahnahatti (Hiriyur),13.83067,76.738396,29566041013,F,566
Kolatadahatti (Hiriyur),13.848946,76.73221,29566041014,F,566
Krishnagiri (Hiriyur),13.831308,76.70722,29566041015,F,566
Katanayakanahalli (Hiriyur),13.849678,76.695786,29566041016,F,566
Katanayakanahalli Lambani Tanda (Hiriyur),13.8416815,76.69313,29566041017,F,566
Katanayakanahalli Gollarahatti (Hiriyur),13.847851,76.700035,29566041018,F,566
K R Halli 1 (Hiriyur),13.881205,76.71145,29566041019,F,566
K R Halli 2 (Hiriyur),13.881829,76.71206,29566041020,F,566
K R Halli Gollarahatti (Hiriyur),13.879208,76.717354,29566041021,F,566
Kariyala (Hiriyur),13.80028,76.741295,29566041022,F,566
Manjunatha Nagara (Hiriyur),13.8832035,76.69487,29566041023,F,566
Mudlahatti (Hiriyur),13.814371,76.75871,29566041024,F,566
Maradihatti (Hiriyur),13.792869,76.75902,29566041025,F,566
Onihatti 1 (Hiriyur),13.78968,76.73479,29566041026,F,566
Onihatti 2 (Hiriyur),13.789235,76.73183,29566041027,F,566
Vaddanahalli (Hiriyur),13.88034,76.67698,29566041028,F,566
Ennegere (Hiriyur),13.952734,76.79138,29566041101,F,566
Guddada Gollarahatti (Hiriyur),13.977176,76.81057,29566041102,F,566
Hoovinahole 1 (Hiriyur),13.986973,76.755264,29566041103,F,566
Hoovinahole 2 (Hiriyur),13.982806,76.75856,29566041104,F,566
Hoovinahole S C Colony (Hiriyur),13.98491,76.75683,29566041105,F,566
Hoovinahole Gollarahatti (Hiriyur),13.9925585,76.76172,29566041106,F,566
Ikkanuru 1 (Hiriyur),13.932149,76.78181,29566041107,F,566
Ikkanuru 2 (Hiriyur),13.930478,76.78463,29566041108,F,566
Ikkanuru S C Colony (Hiriyur),13.930789,76.78523,29566041109,F,566
Kodihalli (Hiriyur),13.961943,76.812004,29566041110,F,566
Kodihalli S C Colony (Hiriyur),13.963612,76.81498,29566041111,F,566
Kodihalli Gollarahatti (Hiriyur),13.963407,76.80776,29566041112,F,566
Kodihalli Lambani T Anda (Hiriyur),13.963766,76.80368,29566041113,F,566
Kurubarahalli (Hiriyur),13.916947,76.80846,29566041114,F,566
Kurubarahalli S C Colony (Hiriyur),13.931085,76.80918,29566041115,F,566
Kundalagura (Hiriyur),13.931878,76.744675,29566041116,F,566
Kundalagura Lambani Tanda (Hiriyur),13.919459,76.74905,29566041117,F,566
Kudlahalli 1 (Hiriyur),13.987955,76.71753,29566041118,F,566
Kudlahalli 2 (Hiriyur),13.988241,76.71824,29566041119,F,566
Kudlahalli Lambani Tanda (Hiriyur),13.992419,76.72825,29566041120,F,566
Myadanahole (Hiriyur),13.950085,76.760605,29566041121,F,566
Shivanagara (Hiriyur),13.9362755,76.73982,29566041122,F,566
Samudradahalli (Hiriyur),13.952235,76.75119,29566041123,F,566
Shivapura (Hiriyur),13.950432,76.73756,29566041124,F,566
Aralikere (Hiriyur),14.082221,76.86774,29566041201,F,566
Aralikere Palya (Hiriyur),14.088537,76.873985,29566041202,F,566
Aralikere Gollarahatti (Hiriyur),14.081185,76.87618,29566041203,F,566
Benakanahalli (Hiriyur),14.040048,76.87814,29566041204,F,566
Benakanahalli S C Colony (Hiriyur),14.043648,76.87274,29566041205,F,566
B K Hatti (Hiriyur),14.112169,76.895065,29566041206,F,566
Dharmapura 1 (Hiriyur),14.066245,76.85994,29566041207,F,566
Dharmapura 2 (Hiriyur),14.066598,76.86399,29566041208,F,566
Dharmapura 3 (Hiriyur),14.0650835,76.86045,29566041209,F,566
Dharmapura 4 (Hiriyur),14.065472,76.85547,29566041210,F,566
Dharmapura Keremundalahatti (Hiriyur),14.052624,76.86294,29566041211,F,566
Hosakere 1 (Hiriyur),14.112797,76.881424,29566041212,F,566
Hosakere 2 (Hiriyur),14.10897,76.881996,29566041213,F,566
Hosakere Palya (Hiriyur),14.115312,76.87542,29566041214,F,566
Halagaladdi (Hiriyur),14.079218,76.89707,29566041215,F,566
Kandenahalli 1 (Hiriyur),14.108189,76.90836,29566041216,F,566
Kandenahalli 2 (Hiriyur),14.109213,76.90748,29566041217,F,566
Kandenahalli Palya (Hiriyur),14.123893,76.90579,29566041218,F,566
Kandenahalli 3 (Hiriyur),14.108167,76.90838,29566041219,F,566
Maddihalli (Hiriyur),14.091554,76.92704,29566041220,F,566
Maddihalli S C Colony (Hiriyur),14.088221,76.92306,29566041221,F,566
Maddihalli Kariyajjana Palya (Hiriyur),14.069261,76.91097,29566041222,F,566
P D Kote 1 (Hiriyur),14.07055,76.87967,29566041223,F,566
P D Kote 2 (Hiriyur),14.070203,76.878685,29566041224,F,566
Sakkara 1 (Hiriyur),14.028179,76.86675,29566041225,F,566
Sakkara 2 (Hiriyur),14.023273,76.866585,29566041226,F,566
Aluru 1 (Hiriyur),13.912217,76.56929,29566041301,F,566
Aluru 2 (Hiriyur),13.950088,76.66843,29566041302,F,566
Babbur Farm (Hiriyur),13.9564,76.646126,29566041303,F,566
Babbur Farm Mini (Hiriyur),13.957635,76.64551,29566041304,F,566
Babbur Bovi Colony (Hiriyur),13.961184,76.62672,29566041305,F,566
Babbur 1 (Hiriyur),13.95912,76.625175,29566041306,F,566
Babbur 2 (Hiriyur),13.959235,76.626076,29566041307,F,566
Byadarahalli 1 (Hiriyur),14.010907,76.709335,29566041308,F,566
Byadarahalli 2 (Hiriyur),14.007692,76.70809,29566041309,F,566
Byadarahalli Gollarahatti (Hiriyur),14.0146675,76.71067,29566041310,F,566
Chitradevarahatti (Hiriyur),13.993749,76.66709,29566041311,F,566
Doddagatta (Hiriyur),13.920642,76.56681,29566041312,F,566
Doddagatta Gollarahatti (Hiriyur),13.912292,76.56925,29566041313,F,566
Hosayalanadu (Hiriyur),13.970393,76.68099,29566041314,F,566
Hosayalanadu Bovi Colony (Hiriyur),13.96941,76.68345,29566041315,F,566
Haleyalanadu 1 (Hiriyur),13.968532,76.70687,29566041316,F,566
Haleyalanadu 2 (Hiriyur),13.967467,76.707596,29566041317,F,566
Haleyalanadu Lambani Tanda (Hiriyur),13.973978,76.70818,29566041318,F,566
Kasavanahalli (Hiriyur),13.956656,76.6941,29566041319,F,566
K R Pura (Hiriyur),13.970602,76.65654,29566041320,F,566
Lakkavanahalli (Hiriyur),13.942922,76.59507,29566041321,F,566
Maskal 1 (Hiriyur),13.986995,76.690285,29566041322,F,566
Maskal 2 (Hiriyur),13.986896,76.68828,29566041323,F,566
Maskal 3 (Hiriyur),13.987584,76.69068,29566041324,F,566
Maskal Matti 1 (Hiriyur),13.99261,76.69575,29566041325,F,566
Maskal Matti 2 (Hiriyur),13.991687,76.69817,29566041326,F,566
Masiyappa Badavane (Hiriyur),13.951815,76.66207,29566041327,F,566
M G Colony (Hiriyur),13.949919,76.65714,29566041328,F,566
Mallenu (Hiriyur),13.982541,76.675354,29566041329,F,566
Mallenu Kuvempu Nagara (Hiriyur),13.981768,76.671234,29566041330,F,566
R S Upparahatti (Hiriyur),14.024458,76.70386,29566041331,F,566
Sigehatti (Hiriyur),13.933993,76.57814,29566041332,F,566
T B Gollarahatti (Hiriyur),14.001494,76.6758,29566041333,F,566
Ainahalli (Hiriyur),14.02699,76.69112,29566041401,F,566
Ambalagere 1 (Hiriyur),14.0432415,76.684784,29566041402,F,566
Ambalagere 2 (Hiriyur),14.041952,76.68386,29566041403,F,566
Ambalagere Upparahatti (Hiriyur),14.033264,76.67286,29566041404,F,566
Bidarakere 1 (Hiriyur),14.059926,76.72075,29566041405,F,566
Bidarakere 2 (Hiriyur),14.046429,76.70847,29566041406,F,566
Balenahalli (Hiriyur),14.023816,76.64391,29566041407,F,566
Dibdarahatti (Hiriyur),14.012326,76.660965,29566041408,F,566
Gudanuranahalli (Hiriyur),14.08619,76.67922,29566041409,F,566
Hemadala 1 (Hiriyur),14.019296,76.65615,29566041410,F,566
Hemadala 2 (Hiriyur),14.017853,76.65425,29566041411,F,566
Hosa Ainahalli (Hiriyur),14.031246,76.69098,29566041412,F,566
Jadegondanahalli (Hiriyur),14.02099,76.67311,29566041413,F,566
Rangenahalli 1 (Hiriyur),14.089093,76.70734,29566041414,F,566
Rangenahalli 2 (Hiriyur),14.086928,76.707504,29566041415,F,566
Rangenahalli 3 (Hiriyur),14.091816,76.69686,29566041416,F,566
Rangenahalli 4 (Hiriyur),14.086832,76.70686,29566041417,F,566
Shidlayanakote 1 (Hiriyur),14.085219,76.72915,29566041418,F,566
Shidlayanakote 2 (Hiriyur),14.086865,76.73386,29566041419,F,566
Shivaganga (Hiriyur),14.055745,76.69967,29566041420,F,566
Upparahatti (Hiriyur),14.072389,76.69479,29566041421,F,566
Agalerahatti (Hiriyur),13.9174385,76.5154,29566041501,F,566
Ammanahatti (Hiriyur),13.901302,76.53081,29566041502,F,566
Butaiahnahatti (Hiriyur),13.965671,76.48362,29566041503,F,566
Bharamgiri (Hiriyur),13.929328,76.5002,29566041504,F,566
Balagatta (Hiriyur),13.940795,76.48984,29566041505,F,566
Gownahalli (Hiriyur),13.994555,76.48573,29566041506,F,566
Gownahalli Gollarahatti (Hiriyur),13.984832,76.48317,29566041507,F,566
Gownahalli Karlahatti (Hiriyur),13.992403,76.48226,29566041508,F,566
Goguddu (Hiriyur),14.020041,76.47739,29566041509,F,566
Gudihalli (Hiriyur),13.968034,76.49855,29566041510,F,566
Hosakatrikenahalli (Hiriyur),13.896213,76.546135,29566041511,F,566
Katrikenahalli (Hiriyur),13.900368,76.541176,29566041512,F,566
Kambadahalli (Hiriyur),13.905347,76.51317,29566041513,F,566
Kurubarahalli (Hiriyur),13.904994,76.51914,29566041514,F,566
Kurubarahalli Lambani Tanda (Hiriyur),13.906171,76.51887,29566041515,F,566
Kuntappanahatti (Hiriyur),13.936269,76.47381,29566041516,F,566
Kariyannanahatti (Hiriyur),13.956745,76.53568,29566041517,F,566
Kakkaiahnahatti (Hiriyur),13.925176,76.480896,29566041518,F,566
Talavarahatti (Hiriyur),13.929869,76.478745,29566041519,F,566
V.v.pura 1 (Hiriyur),13.904339,76.4935,29566041520,F,566
V.v.pura 2 (Hiriyur),13.904296,76.49247,29566041521,F,566
V.v.pura Muslim Colony (Hiriyur),13.90168,76.4932,29566041522,F,566
Arishinagundi (Hiriyur),13.720779,76.55437,29566041601,F,566
Ajjanahatti (Hiriyur),13.844958,76.5876,29566041602,F,566
Badagollarahatti (Hiriyur),13.801464,76.57574,29566041603,F,566
Badagollarahatti Kerekodihatti (Hiriyur),13.796637,76.57414,29566041604,F,566
Byaramadu (Hiriyur),13.754762,76.59811,29566041605,F,566
Betemaradahatti (Hiriyur),13.743605,76.58781,29566041606,F,566
Chigalikatte (Hiriyur),13.772853,76.608604,29566041607,F,566
Chigalikatte S C Colony (Hiriyur),13.771066,76.61193,29566041608,F,566
Chigalikatte Lambani Tanda (Hiriyur),13.770022,76.61072,29566041609,F,566
Chitradevarahatti (Hiriyur),13.724621,76.59866,29566041610,F,566
Chalmadu (Hiriyur),13.882054,76.598595,29566041611,F,566
Chalmadu Butanahatti (Hiriyur),13.879927,76.6074,29566041612,F,566
Dasanahatti (Hiriyur),13.803773,76.59852,29566041613,F,566
Gokulanagara (Hiriyur),13.71064,76.55332,29566041614,F,566
Handiganadu (Hiriyur),13.781935,76.59791,29566041615,F,566
Handiganadu S C Colony (Hiriyur),13.777827,76.59723,29566041616,F,566
Halmadenahalli (Hiriyur),13.745923,76.57839,29566041617,F,566
Halmadenahalli Hosuru (Hiriyur),13.743224,76.580246,29566041618,F,566
Hulagalakunte 1 (Hiriyur),13.899104,76.59709,29566041619,F,566
Hulagalakunte 2 (Hiriyur),13.900938,76.59593,29566041620,F,566
Hindasakatte (Hiriyur),13.842744,76.58124,29566041621,F,566
Hindasakatte S C Colony (Hiriyur),13.840475,76.58602,29566041622,F,566
Iddalanagenahalli (Hiriyur),13.860971,76.57714,29566041623,F,566
Karekencayanahatti (Hiriyur),13.784051,76.574974,29566041624,F,566
Nayakarakottige (Hiriyur),13.815178,76.5646,29566041625,F,566
Pilajanahalli 1 (Hiriyur),13.817733,76.59803,29566041626,F,566
Pilajanahalli 2 (Hiriyur),13.812936,76.60054,29566041627,F,566
Paramenahalli (Hiriyur),13.885043,76.55588,29566041628,F,566
Somerahalli (Hiriyur),13.901083,76.60788,29566041629,F,566
Somerahalli Tanda (Hiriyur),13.917335,76.61265,29566041630,F,566
Somerahalli Gollarahatti (Hiriyur),13.900934,76.6045,29566041631,F,566
Sigehatti (Hiriyur),13.827451,76.572586,29566041632,F,566
Sigehatti Mini (Hiriyur),13.827431,76.57155,29566041633,F,566
Sheshappanahalli (Hiriyur),13.7303505,76.5914,29566041634,F,566
Sheshappanahalli S C Colony (Hiriyur),13.733542,76.59062,29566041635,F,566
Uluvinal Mini (Hiriyur),13.740788,76.571266,29566041636,F,566
Uluvinal Bovi Colony Mini (Hiriyur),13.724793,76.56824,29566041637,F,566
Uduvalli (Hiriyur),13.882605,76.58157,29566041638,F,566
Vasanthanagara (Hiriyur),13.869046,76.573555,29566041639,F,566
Yalladakere (Hiriyur),13.787368,76.566414,29566041640,F,566
Basappanamalige (Hiriyur),14.138313,76.58156,29566041701,F,566
Gollahalli (Hiriyur),14.123728,76.65315,29566041702,F,566
Kandikere 1 (Hiriyur),14.107031,76.6633,29566041703,F,566
Kandikere 2 (Hiriyur),14.106791,76.66327,29566041704,F,566
Kalavibagi 1 (Hiriyur),14.090715,76.630104,29566041705,F,566
Kalavibagi 2 (Hiriyur),14.090819,76.63003,29566041706,F,566
Katappanahatti (Hiriyur),14.110205,76.63002,29566041707,F,566
Jodipura (Hiriyur),14.197309,76.59739,29566041708,F,566
Madakarinayakanakote 1 (Hiriyur),14.145922,76.592804,29566041709,F,566
Madakarinayakanakote 2 (Hiriyur),14.146819,76.595276,29566041710,F,566
Maddanakunte (Hiriyur),14.142031,76.626755,29566041711,F,566
Ramajogihalli (Hiriyur),14.167047,76.62706,29566041712,F,566
Sondekere 1 (Hiriyur),14.182589,76.58468,29566041713,F,566
Sondekere 2 (Hiriyur),14.181271,76.58491,29566041714,F,566
Sondekere 3 (Hiriyur),14.18116,76.58692,29566041715,F,566
Yaraballi (Hiriyur),14.103212,76.65031,29566041716,F,566
Yaraballi A K Colony (Hiriyur),14.103514,76.65039,29566041717,F,566
Yaraballi Gollarahatti (Hiriyur),14.099321,76.63898,29566041718,F,566
B Durga 1 (Holalkere),14.039291,76.09051,29566050101,G,566
B Durga 2 (Holalkere),14.180291,76.130936,29566050102,G,566
Gulaganjji Hatti (Holalkere),14.203061,76.12722,29566050103,G,566
Hirekandawadi-1 (Holalkere),14.188729,76.1979,29566050104,G,566
Hirekandawadi-2 (Holalkere),14.1871805,76.19634,29566050105,G,566
Hirekandawadi Gollarahatti (Holalkere),14.185379,76.193405,29566050106,G,566
Iyyanahalli (Holalkere),14.163241,76.10482,29566050107,G,566
Kalagatta (Holalkere),14.186392,76.09116,29566050108,G,566
Kalagatta Vaddarahatti (Holalkere),14.180761,76.0833,29566050109,G,566
Kalagatta Lambanihatti (Holalkere),14.186128,76.10677,29566050110,G,566
Kallavvanaganathihalli (Holalkere),14.176144,76.15208,29566050111,G,566
Kathalihatti (Holalkere),14.171075,76.1015,29566050112,G,566
Rangavvanahalli (Holalkere),14.161419,76.13678,29566050113,G,566
Sasalu-1 (Holalkere),14.199041,76.11571,29566050114,G,566
Sasalu-2 (Holalkere),14.198923,76.116,29566050115,G,566
Thanigehalli-1 (Holalkere),14.210142,76.18761,29566050116,G,566
Thanigehalli-2 (Holalkere),14.2092495,76.18646,29566050117,G,566
Arasanagatta (Holalkere),14.128081,76.200554,29566050201,G,566
Channapattana (Holalkere),14.112405,76.16087,29566050202,G,566
Chikkajajuru Kaval (Holalkere),14.136306,76.16665,29566050203,G,566
Chikkajajuru -1 (Holalkere),14.125539,76.13691,29566050204,G,566
Chikkajajuru -2 (Holalkere),14.137534,76.177795,29566050205,G,566
Chikkajajuru -3 (Holalkere),14.1264,76.14272,29566050206,G,566
Chikkajajuru -4 (Holalkere),14.127445,76.136185,29566050207,G,566
Chikkajajuru -5 (Holalkere),14.127661,76.14388,29566050208,G,566
Chikkajajuru -6 (Holalkere),14.124931,76.14248,29566050209,G,566
Chikkandavadi-1 (Holalkere),14.13756,76.17784,29566050210,G,566
Chikkandavadi-2 (Holalkere),14.137694,76.17776,29566050211,G,566
Chikkandavadi-3 (Holalkere),14.133107,76.17178,29566050212,G,566
Gunjiganuru Gollarahatti (Holalkere),14.141602,76.14713,29566050213,G,566
Gunjiganuru-1 (Holalkere),14.147227,76.14707,29566050214,G,566
Gunjiganuru-2 (Holalkere),14.145696,76.14816,29566050215,G,566
Honnakalve (Holalkere),14.144966,76.132996,29566050216,G,566
Honnakalve Koracharahatti (Holalkere),14.149034,76.134186,29566050217,G,566
Maruthi Nagara (Holalkere),14.12886,76.13739,29566050218,G,566
S H Halli (Holalkere),14.1462755,76.12293,29566050219,G,566
S H Halli Gollarahatti (Holalkere),14.152882,76.128784,29566050220,G,566
Adanuru-1 (Holalkere),14.080538,76.16407,29566050301,G,566
Adanuru-2 (Holalkere),14.081976,76.16398,29566050302,G,566
Ajjiikyathanahalli (Holalkere),14.133513,76.0368,29566050303,G,566
Anthapura-1 (Holalkere),14.145757,76.057655,29566050304,G,566
Anthapura-2 (Holalkere),14.144314,76.05932,29566050305,G,566
Apparasanahalli (Holalkere),14.103937,76.1745,29566050306,G,566
Arenahalli (Holalkere),14.094667,76.179306,29566050307,G,566
Banagere (Holalkere),14.10643,76.14758,29566050308,G,566
Cheeranahalli (Holalkere),14.063267,76.181564,29566050309,G,566
Chikkanakatte (Holalkere),14.095055,76.05596,29566050310,G,566
Chikkaemmiganuru-1 (Holalkere),14.106365,76.08239,29566050311,G,566
Chikkaemmiganuru-2 (Holalkere),14.107795,76.085014,29566050312,G,566
Dasarahalli (Holalkere),14.165248,76.07204,29566050313,G,566
Dasarahalli Inam (Holalkere),14.100632,76.183105,29566050314,G,566
Hireemmiganuru-1 (Holalkere),14.118281,76.05883,29566050315,G,566
Hireemmiganuru-2 (Holalkere),14.118826,76.05733,29566050316,G,566
Hosahalli (Holalkere),14.09446,76.11926,29566050317,G,566
Kaduru (Holalkere),14.137736,76.10535,29566050318,G,566
Kamanahalli-1 (Holalkere),14.116531,76.042595,29566050319,G,566
Kamanahalli-2 (Holalkere),14.11562,76.0416,29566050320,G,566
Kamdbadevarahatti (Holalkere),14.068356,76.1902,29566050321,G,566
Kodagavallihatti (Holalkere),14.110714,76.10919,29566050322,G,566
Kodagavalli-1 (Holalkere),14.111933,76.11452,29566050323,G,566
Kodagavalli-2 (Holalkere),14.110683,76.113174,29566050324,G,566
Kotehal (Holalkere),14.114888,76.13273,29566050325,G,566
Maddeanahatti (Holalkere),14.089533,76.17397,29566050326,G,566
Mekenahatti (Holalkere),14.104752,76.19176,29566050327,G,566
Nandihalli (Holalkere),14.150745,76.06143,29566050328,G,566
Padigatte (Holalkere),14.089321,76.148445,29566050329,G,566
Amruthapura (Holalkere),14.137496,76.244835,29566050401,G,566
Banjagondanahalli-1 (Holalkere),14.110677,76.29615,29566050402,G,566
Banjagondanahalli-2 (Holalkere),14.111286,76.29449,29566050403,G,566
Basavapua (Holalkere),14.15423,76.23842,29566050404,G,566
Borenahalli (Holalkere),14.078397,76.31298,29566050405,G,566
Bramhapura (Holalkere),14.091809,76.30025,29566050406,G,566
Chitrahalli-1 (Holalkere),14.11219,76.26646,29566050407,G,566
Chitrahalli-2 (Holalkere),14.10925,76.26761,29566050408,G,566
Chitrahalli Gate (Holalkere),14.09513,76.27432,29566050409,G,566
Chitrahalli Gollarahatti (Holalkere),14.105136,76.269775,29566050410,G,566
Dasayyanahatti (Holalkere),14.066241,76.25125,29566050411,G,566
Eachaghatta-1 (Holalkere),14.081144,76.281624,29566050412,G,566
Eachaghatta-2 (Holalkere),14.080579,76.27952,29566050413,G,566
Gowripura (Holalkere),14.128112,76.25379,29566050414,G,566
Halehalli Gollarahatti (Holalkere),14.06936,76.25008,29566050415,G,566
Hanumanakatte (Holalkere),14.138552,76.222115,29566050416,G,566
Kashipura (Holalkere),14.141949,76.24531,29566050417,G,566
Keeshavapura (Holalkere),14.141578,76.21582,29566050418,G,566
Kondapura (Holalkere),14.120307,76.25288,29566050419,G,566
Lingadahalli (Holalkere),14.148075,76.25747,29566050420,G,566
Madderu-1 (Holalkere),14.0426,76.257545,29566050421,G,566
Madderu-2 (Holalkere),14.040909,76.25669,29566050422,G,566
Mathighatta-1 (Holalkere),14.047597,76.313896,29566050423,G,566
Mathighatta-2 (Holalkere),14.047677,76.31365,29566050424,G,566
Nagaraghatta (Holalkere),14.073008,76.28892,29566050425,G,566
Nellikatte (Holalkere),14.060948,76.300804,29566050426,G,566
Pampapura (Holalkere),14.078808,76.30779,29566050427,G,566
Ramenahalli (Holalkere),14.058402,76.312485,29566050428,G,566
Shivaganga-1 (Holalkere),14.080616,76.24921,29566050429,G,566
Shivaganga-2 (Holalkere),14.078921,76.25588,29566050430,G,566
T Nulenuru-1 (Holalkere),14.118196,76.283325,29566050431,G,566
T Nulenuru-2 (Holalkere),14.1184,76.28323,29566050432,G,566
Thirumalapura (Holalkere),14.155131,76.25383,29566050433,G,566
Thodaranal-1 (Holalkere),14.133933,76.270256,29566050434,G,566
Thodaranal-2 (Holalkere),14.134387,76.270256,29566050435,G,566
Budipura (Holalkere),13.991806,76.344246,29566050501,G,566
Chowdagondanahalli (Holalkere),14.021696,76.36648,29566050502,G,566
Gollarahalli (Holalkere),14.014571,76.35922,29566050503,G,566
Gollarahalli A K Colony (Holalkere),14.009389,76.36261,29566050504,G,566
Goolihosahalli-1 (Holalkere),13.974385,76.37133,29566050505,G,566
Goolihosahalli-2 (Holalkere),13.974875,76.371315,29566050506,G,566
Hdpura-1 (Holalkere),14.033052,76.32891,29566050507,G,566
Hdpura-2 (Holalkere),14.0338545,76.32564,29566050508,G,566
Hdpura-3 (Holalkere),14.03355,76.32908,29566050509,G,566
Halenahalli (Holalkere),13.996329,76.352905,29566050510,G,566
Kadaredevarahatti (Holalkere),14.042549,76.44584,29566050511,G,566
Kanivejogihalli-a (Holalkere),14.044315,76.350204,29566050512,G,566
Kanivejogihalli-b (Holalkere),14.044315,76.350204,29566050513,G,566
Kasavanahalli (Holalkere),14.066845,76.34638,29566050514,G,566
Kereyagalahalli (Holalkere),14.016366,76.37483,29566050515,G,566
Kolal-1 (Holalkere),14.044406,76.44251,29566050516,G,566
Kolal-2 (Holalkere),14.044525,76.44239,29566050517,G,566
Komarnahalli (Holalkere),14.023278,76.4105,29566050518,G,566
Mugalikatte (Holalkere),14.015568,76.345604,29566050519,G,566
Maddappanahatti (Holalkere),14.047797,76.45143,29566050520,G,566
Nandanhosuru Gollarahatti (Holalkere),14.027856,76.32702,29566050521,G,566
Nandanhosuru-1 (Holalkere),14.023328,76.33331,29566050522,G,566
Nandanhosuru-2 (Holalkere),14.022428,76.33269,29566050523,G,566
Sangenahalli (Holalkere),14.032536,76.3582,29566050524,G,566
Thekalavatti (Holalkere),14.03579,76.39375,29566050525,G,566
Thekalavatti Gollarahatti (Holalkere),14.031237,76.38856,29566050526,G,566
Upparigenahalli-1 (Holalkere),14.006221,76.36405,29566050527,G,566
Upparigenahalli-2 (Holalkere),14.00699,76.36205,29566050528,G,566
Avinahatti (Holalkere),13.9647455,76.20111,29566050601,G,566
Bommanakatte-1 (Holalkere),13.998541,76.19348,29566050602,G,566
Bommanakatte-2 (Holalkere),13.996768,76.19309,29566050603,G,566
Idehalli (Holalkere),13.975096,76.18812,29566050604,G,566
Guddadsanthenahalli (Holalkere),13.968516,76.21355,29566050605,G,566
Gollarahalli Camp (Holalkere),13.939179,76.17902,29566050607,G,566
Gunderi Kaval (Holalkere),14.013837,76.1826,29566050608,G,566
Gunderi-1 (Holalkere),13.990103,76.1743,29566050609,G,566
Gunderi-2 (Holalkere),13.988826,76.17452,29566050610,G,566
Gunderi-3 (Holalkere),13.990403,76.174385,29566050611,G,566
Gollarabeedi (Holalkere),14.043357,76.18686,29566050612,G,566
A.d Colony (Holalkere),14.042096,76.186615,29566050613,G,566
A.k Colony (Holalkere),14.040994,76.18802,29566050614,G,566
Basavanbeedi (Holalkere),14.043672,76.18146,29566050615,G,566
Govindappa Beedi (Holalkere),14.041987,76.18946,29566050616,G,566
Siddaramappa Badavane (Holalkere),14.040271,76.18351,29566050617,G,566
Holalkere-1 (Holalkere),14.044251,76.184586,29566050618,G,566
Holalkere-2 (Holalkere),14.042155,76.18072,29566050619,G,566
Holalkere-3 (Holalkere),14.044887,76.18673,29566050620,G,566
Holalkere-4 (Holalkere),14.041551,76.18465,29566050621,G,566
Holalkere-5 (Holalkere),14.046561,76.18459,29566050622,G,566
Holalkere-6 (Holalkere),14.025627,76.184906,29566050623,G,566
Kelaginakottge (Holalkere),13.923511,76.212944,29566050624,G,566
Lokadolalu (Holalkere),13.991234,76.20429,29566050625,G,566
Megalakottige (Holalkere),13.9291725,76.21884,29566050626,G,566
N G Halli-1 (Holalkere),13.919068,76.202614,29566050627,G,566
N G Halli-2 (Holalkere),13.918867,76.19904,29566050628,G,566
Sannayyanahatti (Holalkere),13.9251375,76.20588,29566050629,G,566
