awc_name,lat,lon,awc_code,awc_alpha_code,dist_code
Hosalli-1 (Koppal),15.313547,76.31644,29560031112,C,560
Hosalli-2 (Koppal),15.314916,76.31309,29560031113,C,560
Hosalli-3 (Koppal),15.315331,76.31399,29560031114,C,560
Hosalli-4 (Koppal),15.315294,76.31397,29560031115,C,560
Indaragi-2 (Koppal),15.440941,76.32406,29560031116,C,560
Indaragi-3 (Koppal),15.4402275,76.32574,29560031117,C,560
Indaragi-4 (Koppal),15.438221,76.32539,29560031118,C,560
Indaragi-5 (Koppal),15.443063,76.32474,29560031119,C,560
Indaragi-6 (Koppal),15.4405775,76.324135,29560031120,C,560
Indranagara (Koppal),15.426044,76.34623,29560031121,C,560
Jabbalagudda-1 (Koppal),15.428176,76.36736,29560031122,C,560
Jabbalagudda-2 (Koppal),15.427008,76.36595,29560031123,C,560
Nageshanahalli-1 (Koppal),15.390711,76.338646,29560031124,C,560
Nageshanahalli-2 (Koppal),15.389599,76.338844,29560031125,C,560
Revanasiddeshwarnagar (Koppal),15.391793,76.3339,29560031126,C,560
Bhimanuru-1 (Koppal),15.383699,76.2434,29560031201,C,560
Bhimanuru-2 (Koppal),15.382429,76.24265,29560031202,C,560
Hanumanahatti (Koppal),15.474533,76.19739,29560031203,C,560
Hanumanahalli (Koppal),15.382184,76.217064,29560031204,C,560
Hatti-1 (Koppal),15.426032,76.1948,29560031205,C,560
Hatti-2 (Koppal),15.425999,76.19518,29560031206,C,560
Irakallagada-4 (Koppal),15.469008,76.22365,29560031207,C,560
Irakallagada-5 (Koppal),15.463421,76.21336,29560031208,C,560
Irakallagada-2 (Koppal),15.467923,76.22048,29560031209,C,560
Irakallagada-3 (Koppal),15.462037,76.21163,29560031210,C,560
Irakallagada-1 (Koppal),15.467317,76.21809,29560031211,C,560
Kamanuru-1 (Koppal),15.424979,76.233315,29560031212,C,560
Kamanuru-2 (Koppal),15.425,76.23161,29560031213,C,560
Kamanuru-3 (Koppal),15.426339,76.23106,29560031214,C,560
Kodadala (Koppal),15.4911585,76.22621,29560031215,C,560
Lebageri-1 (Koppal),15.411277,76.20691,29560031216,C,560
Lebageri-2 (Koppal),15.411215,76.20682,29560031217,C,560
Sangapura (Koppal),15.39432,76.22733,29560031218,C,560
Talakanakapura-1 (Koppal),15.457563,76.18934,29560031219,C,560
Talakanakapura-2 (Koppal),15.457481,76.19221,29560031220,C,560
Talakanakapura-3 (Koppal),15.456011,76.189384,29560031221,C,560
Talakanakapura-4 (Koppal),15.456397,76.19036,29560031222,C,560
Tanakanakalla-1 (Koppal),15.390365,76.18504,29560031223,C,560
Tanakanakalla-2 (Koppal),15.389325,76.18328,29560031224,C,560
Vadaratti (Koppal),15.472926,76.20133,29560031225,C,560
Yalamageri-1 (Koppal),15.464584,76.22418,29560031226,C,560
Yalamageri-2 (Koppal),15.465107,76.222115,29560031227,C,560
Kavaluru-1 (Koppal),15.289873,75.94276,29560031301,C,560
Belagatti-1 (Koppal),15.215255,75.92805,29560031302,C,560
Belagatti-2 (Koppal),15.213421,75.92601,29560031303,C,560
Ghattaraddihala-1 (Koppal),15.244248,75.925186,29560031304,C,560
Ghattaraddihala-2 (Koppal),15.243082,75.924805,29560031305,C,560
Gudageri-2 (Koppal),15.315299,75.91977,29560031306,C,560
Gudageri-1 (Koppal),15.315922,75.92055,29560031307,C,560
Halavagali-1 (Koppal),15.173547,75.9681,29560031308,C,560
Halavagali-2 (Koppal),15.174197,75.96781,29560031309,C,560
Hatti-1(kav) (Koppal),15.212958,75.93556,29560031310,C,560
Hatti-2(kav) (Koppal),15.211312,75.93528,29560031311,C,560
Hatti-3(kav) (Koppal),15.21164,75.93528,29560031312,C,560
Haidaranagara-1 (Koppal),15.177216,75.9482,29560031313,C,560
Haidaranagara-2 (Koppal),15.17956,75.94841,29560031314,C,560
Kavaluru-3 (Koppal),15.285653,75.941444,29560031315,C,560
Kavaluru-4 (Koppal),15.28904,75.942215,29560031316,C,560
Kavaluru-5 (Koppal),15.289029,75.94211,29560031317,C,560
Kavaluru-6 (Koppal),15.289762,75.946465,29560031318,C,560
Kavaluru-7 (Koppal),15.289442,75.946594,29560031319,C,560
Kavaluru-8 (Koppal),15.289155,75.944756,29560031320,C,560
Kavaluru-2 (Koppal),15.28677,75.946884,29560031321,C,560
Kavaluru-9 (Koppal),15.28661,75.94699,29560031322,C,560
Kesalapura (Koppal),15.158921,75.953026,29560031323,C,560
Mudlapura (Koppal),15.261438,75.91736,29560031324,C,560
Nelogipura-1 (Koppal),15.164795,75.986206,29560031325,C,560
Nelogipura-6 (Koppal),15.16487,75.98634,29560031326,C,560
Raghunathanahalli (Koppal),15.223101,75.95128,29560031327,C,560
Budashetnal-1 (Koppal),15.451013,76.17366,29560031401,C,560
Budashetnal-2 (Koppal),15.452948,76.16957,29560031402,C,560
Chilavadagi-1 (Koppal),15.396675,76.16498,29560031403,C,560
Chilavadagi-2 (Koppal),15.3966255,76.16453,29560031404,C,560
Chilavadagi-5 (Koppal),15.39722,76.1637,29560031405,C,560
Devalapura (Koppal),15.422691,76.15873,29560031406,C,560
Kalakeri-1 (Koppal),15.426352,76.17574,29560031407,C,560
Kalakeri-2 (Koppal),15.428,76.17466,29560031408,C,560
Kinnal-10 (Koppal),15.445018,76.140305,29560031409,C,560
Kinnal-11 (Koppal),15.446381,76.14717,29560031410,C,560
Kinnal-12 (Koppal),15.439012,76.14645,29560031411,C,560
Kinnal-08 (Koppal),15.438146,76.14362,29560031412,C,560
Kinnal-09 (Koppal),15.446891,76.14238,29560031413,C,560
Kinnal-01 (Koppal),15.441493,76.13876,29560031414,C,560
Kinnal-02 (Koppal),15.443519,76.1432,29560031415,C,560
Kinnal-03 (Koppal),15.442815,76.138466,29560031416,C,560
Kinnal-04 (Koppal),15.446274,76.141014,29560031417,C,560
Kinnal-05 (Koppal),15.439597,76.13814,29560031418,C,560
Kinnal-06 (Koppal),15.441043,76.13989,29560031419,C,560
Kinnal-07 (Koppal),15.443673,76.14048,29560031420,C,560
Madanuru-1 (Koppal),15.417952,76.12712,29560031421,C,560
Madanuru-2 (Koppal),15.422541,76.12732,29560031422,C,560
Madanuru-3 (Koppal),15.424866,76.1293,29560031423,C,560
Mudlapura (Koppal),15.444498,76.112976,29560031424,C,560
Neregalla-1 (Koppal),15.399373,76.15031,29560031425,C,560
Neregalla-2 (Koppal),15.399395,76.14915,29560031426,C,560
Ashraya Kaloni (Koppal),15.333064,76.164604,29560031501,C,560
Basaveshwar Nagara-1 (Koppal),15.342133,76.15602,29560031502,C,560
Basaveshwar Nagara-3 (Koppal),15.34256,76.15646,29560031503,C,560
Beldara Kaloni (Koppal),15.354861,76.16933,29560031504,C,560
Chalavadi Oni (Koppal),15.342907,76.15472,29560031505,C,560
Devaraj Aras Kaloni-1 (Koppal),15.346325,76.15742,29560031506,C,560
Devaraj Aras Kaloni-2 (Koppal),15.348184,76.157936,29560031507,C,560
Devaraj Aras Kaloni-3 (Koppal),15.345548,76.158165,29560031508,C,560
Ganj Aera (Koppal),15.344733,76.157585,29560031509,C,560
Gadara Chal (Koppal),15.339002,76.15631,29560031510,C,560
Hamalara Kaloni-1 (Koppal),15.3382015,76.15826,29560031511,C,560
Hamalara Kaloni-2 (Koppal),15.3365135,76.157486,29560031512,C,560
Kalidasa Nagara (Koppal),15.354128,76.16334,29560031513,C,560
Kalyananagar (Koppal),15.355096,76.15662,29560031514,C,560
Kavaluru Oni-1 (Koppal),15.345066,76.15619,29560031515,C,560
Kavaluru Oni-2 (Koppal),15.34586,76.15698,29560031516,C,560
Kumbara Oni (Koppal),15.348709,76.15398,29560031517,C,560
Kurubara Oni (Koppal),15.348709,76.15398,29560031518,C,560
Paltanagalli (Koppal),15.340898,76.15552,29560031519,C,560
Prashantanagar (Koppal),15.354076,76.159515,29560031520,C,560
Sajjihola-3 (Koppal),15.343789,76.15796,29560031521,C,560
Sajjihola-1 (Koppal),15.343755,76.158714,29560031522,C,560
Sajjihola-2 (Koppal),15.343246,76.15701,29560031523,C,560
Sardagalli-1 (Koppal),15.346229,76.15416,29560031524,C,560
Sardagalli-2 (Koppal),15.34801,76.1546,29560031525,C,560
Vaddara Oni (Koppal),15.340385,76.157646,29560031526,C,560
Aminapura Aera (Koppal),15.350055,76.14597,29560031601,C,560
Benkinagar (Koppal),15.349973,76.14283,29560031602,C,560
Bramnavadi (Koppal),15.337309,76.15028,29560031603,C,560
Diddikeri-1 (Koppal),15.336837,76.14873,29560031604,C,560
Diddikeri-2 (Koppal),15.336273,76.150154,29560031605,C,560
Gandhinagar-1 (Koppal),15.352438,76.14218,29560031606,C,560
Gandhinagar-2 (Koppal),15.35253,76.142365,29560031607,C,560
Ganeshnagara (Koppal),15.357224,76.15108,29560031608,C,560
Gouriangala (Koppal),15.340027,76.151306,29560031609,C,560
Indrakilanagara (Koppal),15.34874,76.140274,29560031610,C,560
Khanasabchala (Koppal),15.353832,76.15351,29560031611,C,560
Mittikeri-1 (Koppal),15.33616,76.15247,29560031612,C,560
Mittikeri-2 (Koppal),15.338254,76.15223,29560031613,C,560
Mochivada (Koppal),15.34595,76.15274,29560031614,C,560
Nagara Police Station (Koppal),15.347185,76.15078,29560031615,C,560
Nagara Police Station-2 (Koppal),15.348117,76.15023,29560031616,C,560
Nirmitikendra (Koppal),15.352686,76.15268,29560031617,C,560
Palledara Oni (Koppal),15.348141,76.15191,29560031618,C,560
Railaway Station Area (Koppal),15.353471,76.14495,29560031619,C,560
Shreshilanagara (Koppal),15.331656,76.15478,29560031620,C,560
Sirasappayyanamatha (Koppal),15.334824,76.15192,29560031621,C,560
Tegginakeri-1 (Koppal),15.346939,76.15294,29560031622,C,560
Tegginakeri-2 (Koppal),15.346866,76.15306,29560031623,C,560
Totadabhavi (Koppal),15.343223,76.151505,29560031624,C,560
Varakar Oni (Koppal),15.342116,76.153275,29560031625,C,560
Vijayanagara Kaloni (Koppal),15.369051,76.15376,29560031626,C,560
Nirmitikendra-2 (Koppal),15.328777,76.156586,29560031627N,C,560
Abbigeri-1 (Koppal),15.437485,76.26243,29560031701,C,560
Abbigeri-2 (Koppal),15.436833,76.26179,29560031702,C,560
Bevinahalli-1 (Koppal),15.337035,76.294815,29560031703,C,560
Bevinahalli-4 (Koppal),15.336948,76.29482,29560031704,C,560
Danakandoddi-1 (Koppal),15.402608,76.28723,29560031705,C,560
Danakandoddi-7 (Koppal),15.399706,76.28808,29560031706,C,560
Guladalli-1 (Koppal),15.367977,76.282776,29560031707,C,560
Guladalli-2 (Koppal),15.369194,76.28191,29560031708,C,560
Guladalli-3 (Koppal),15.368276,76.28396,29560031709,C,560
Halalli-1 (Koppal),15.390577,76.25757,29560031710,C,560
Halalli-2 (Koppal),15.389186,76.257866,29560031711,C,560
Kallatavaragera-1 (Koppal),15.402738,76.25886,29560031712,C,560
Kallatavaragera-2 (Koppal),15.402408,76.25717,29560031713,C,560
Kenchanadoni (Koppal),15.447829,76.260025,29560031714,C,560
Kerehalli-1 (Koppal),15.376381,76.313255,29560031715,C,560
Kerehalli-2 (Koppal),15.376419,76.31325,29560031716,C,560
Kukanapalli-1 (Koppal),15.432546,76.295006,29560031717,C,560
Kukanapalli-2 (Koppal),15.432558,76.29505,29560031718,C,560
Kukanapalli-3 (Koppal),15.430806,76.29714,29560031719,C,560
Kukanapalli-4 (Koppal),15.4318,76.29182,29560031720,C,560
Lingadalli (Koppal),15.347595,76.28848,29560031721,C,560
Shahapura-1 (Koppal),15.345048,76.30628,29560031722,C,560
Shahapura-3 (Koppal),15.343898,76.30738,29560031723,C,560
Vanaballari-1 (Koppal),15.461181,76.28879,29560031724,C,560
Vanaballari-2 (Koppal),15.461325,76.28882,29560031725,C,560
Vanaballari-3 (Koppal),15.459584,76.28959,29560031726,C,560
Kushstagi-1 (Kustigi),15.755965,76.18887,29560040101,D,560
Kushstagi-2 (Kustigi),15.75744,76.189224,29560040102,D,560
Kushstagi-3 (Kustigi),15.75806,76.18863,29560040103,D,560
Kushstagi-4 (Kustigi),15.758749,76.18781,29560040104,D,560
Kushstagi-5 (Kustigi),15.759951,76.18991,29560040105,D,560
Kushstagi-6 (Kustigi),15.760144,76.19195,29560040106,D,560
Kushstagi-7 (Kustigi),15.758799,76.19165,29560040107,D,560
Kushstagi-8 (Kustigi),15.757012,76.19164,29560040108,D,560
Kushstagi-9 (Kustigi),15.756195,76.19106,29560040109,D,560
Kushstagi-10 (Kustigi),15.757888,76.18746,29560040110,D,560
Kushstagi-11 (Kustigi),15.757132,76.19251,29560040111,D,560
Kushstagi-12 (Kustigi),15.7529955,76.19201,29560040112,D,560
Kushstagi-13 (Kustigi),15.7587,76.19249,29560040113,D,560
Kushstagi-14 (Kustigi),15.749207,76.208046,29560040114,D,560
Kushstagi-15 (Kustigi),15.750853,76.18965,29560040115,D,560
Kushstagi-16 (Kustigi),15.749677,76.19613,29560040116,D,560
Kushstagi-17 (Kustigi),15.761833,76.19019,29560040117,D,560
Kushstagi-18 (Kustigi),15.749147,76.194595,29560040118,D,560
Kushstagi-19 (Kustigi),15.749184,76.18931,29560040119,D,560
Kushstagi-20 (Kustigi),15.7502365,76.19388,29560040120,D,560
Kushtagi-21 (Kustigi),15.763283,76.17791,29560040121,D,560
Kushtagi-22 (Kustigi),15.755702,76.18192,29560040122,D,560
Kushtagi-23 (Kustigi),15.758184,76.19442,29560040123,D,560
Kushtagi-24 (Kustigi),15.752232,76.189186,29560040124,D,560
Kushtagi-25 (Kustigi),15.758093,76.18991,29560040125,D,560
Kushtagi-26 (Kustigi),15.755801,76.189705,29560040126,D,560
Kushtagi-27 (Kustigi),15.751251,76.189316,29560040127,D,560
Kushtagi-28 (Kustigi),15.745434,76.19265,29560040128,D,560
Kushtagi-29 (Kustigi),15.761037,76.18956,29560040129,D,560
Kushtagi-30 (Kustigi),15.7451315,76.20164,29560040130,D,560
Kushtagi-31 (Kustigi),15.752306,76.188324,29560040131,D,560
Kushtagi. 32 (Kustigi),15.749173,76.19721,29560040132N,D,560
Chalager-1 (Kustigi),15.824475,76.09108,29560040201,D,560
Chalager-2 (Kustigi),15.822554,76.09378,29560040202,D,560
Chalager-3 (Kustigi),15.821118,76.09176,29560040203,D,560
Chalager 4 (Kustigi),15.820861,76.09018,29560040204,D,560
Chalager -5 (Kustigi),15.822723,76.088844,29560040205,D,560
Junjulakoppa (Kustigi),15.831199,76.0755,29560040206,D,560
Kalalabandi-1 (Kustigi),15.794885,76.071106,29560040207,D,560
Kalalabandi-2 (Kustigi),15.795114,76.06833,29560040208,D,560
Kalalabandi-3 (Kustigi),15.79384,76.06869,29560040209,D,560
Koradadera-1 (Kustigi),15.762912,76.125374,29560040210,D,560
Koradadera-2 (Kustigi),15.762166,76.125114,29560040211,D,560
Koradadera-3 (Kustigi),15.76536,76.12479,29560040212,D,560
Chakkanandihal-1 (Kustigi),15.74321,76.11504,29560040213,D,560
Chakkanandihal-2 (Kustigi),15.744096,76.11447,29560040214,D,560
Hirebannigola-1 (Kustigi),15.727865,76.09144,29560040215,D,560
Hirebannigola-2 (Kustigi),15.726944,76.090996,29560040216,D,560
Hirebannigola-3 (Kustigi),15.726344,76.091156,29560040217,D,560
Kanakoppa-1 (Kustigi),15.757227,76.068695,29560040218,D,560
Kanakoppa-2 (Kustigi),15.756771,76.068634,29560040219,D,560
Hirenandihal-1 (Kustigi),15.771893,76.08393,29560040220,D,560
Hirenandihal-2 (Kustigi),15.77363,76.08354,29560040221,D,560
Hirenandihal-3 (Kustigi),15.772568,76.08358,29560040222,D,560
Parasapur (Kustigi),15.77354,76.08213,29560040223,D,560
Bisahanl (Kustigi),15.753085,76.196915,29560040224,D,560
Donegudda (Kustigi),15.756243,76.0453,29560040225,D,560
Vanagera-1 (Kustigi),15.80098,76.17168,29560040226,D,560
Vanagera-2 (Kustigi),15.800423,76.171616,29560040227,D,560
Vanagera-3 (Kustigi),15.799032,76.172,29560040228,D,560
Talavagera-1 (Kustigi),15.800798,76.13471,29560040301,D,560
Talavagera-2 (Kustigi),15.799531,76.13511,29560040302,D,560
Talavagera-3 (Kustigi),15.800647,76.13455,29560040303,D,560
Talavagera-4 (Kustigi),15.80205,76.133545,29560040304,D,560
Malakapur (Kustigi),15.846952,76.092064,29560040305,D,560
Hosahalli-1 (Kustigi),15.844704,76.08601,29560040306,D,560
Hosahalli-2 (Kustigi),15.845737,76.086075,29560040307,D,560
Yalabunachi-1 (Kustigi),15.794203,76.028336,29560040308,D,560
Yalabunachi-2 (Kustigi),15.792864,76.02758,29560040309,D,560
Yalabunachi-3 (Kustigi),15.79113,76.027756,29560040310,D,560
Madikeri-1 (Kustigi),15.838751,76.04061,29560040311,D,560
Madikeri-2 (Kustigi),15.839398,76.04062,29560040312,D,560
Madikeri-3 (Kustigi),15.840086,76.04025,29560040313,D,560
Benakanal-1 (Kustigi),15.812758,76.03276,29560040314,D,560
Benakanal-2 (Kustigi),15.812246,76.03532,29560040315,D,560
Benakanal-3 (Kustigi),15.813382,76.03331,29560040316,D,560
Adavibhavi-1 (Kustigi),15.845796,76.119606,29560040317,D,560
Adavibhavi-2 (Kustigi),15.84802,76.120346,29560040318,D,560
Adavibhavi-3 (Kustigi),15.8448,76.12051,29560040319,D,560
Hoolasager-1 (Kustigi),15.84785,76.11428,29560040320,D,560
Hoolasager-2 (Kustigi),15.849588,76.11279,29560040321,D,560
Miyapur-1 (Kustigi),15.865644,76.10434,29560040322,D,560
Miyapur-2 (Kustigi),15.86648,76.10569,29560040323,D,560
Topalakatti (Kustigi),15.831095,76.14887,29560040324,D,560
Julakatti (Kustigi),15.819957,76.07153,29560040325,D,560
Yalaburti-1 (Kustigi),15.737317,76.127144,29560040326,D,560
Yalaburti-2 (Kustigi),15.734045,76.12783,29560040327,D,560
Hiremannapur-1 (Kustigi),15.765856,76.27804,29560040401,D,560
Hiremannapur-2 (Kustigi),15.763481,76.27967,29560040402,D,560
Hiremannapur-3 (Kustigi),15.765448,76.280205,29560040403,D,560
Hiremannapur-4 (Kustigi),15.763824,76.2805,29560040404,D,560
Hiremannapur-5 (Kustigi),15.754416,76.29463,29560040405,D,560
Hiremannapur-6 (Kustigi),15.768291,76.278015,29560040406,D,560
Hanchinal (Kustigi),15.7772255,76.319916,29560040407,D,560
Hanchinal-2 (Kustigi),15.774491,76.321976,29560040408,D,560
Ganganala-1 (Kustigi),15.755168,76.26291,29560040409,D,560
Ganganala-2 (Kustigi),15.755429,76.26246,29560040410,D,560
Gumagera-1 (Kustigi),15.760936,76.25287,29560040411,D,560
Gumagera-2 (Kustigi),15.7612705,76.25097,29560040412,D,560
Gumagera-3 (Kustigi),15.762052,76.25302,29560040413,D,560
Kurabanala-1 (Kustigi),15.7091055,76.196655,29560040414,D,560
Kurabanala- (Kustigi),15.7097,76.201035,29560040415,D,560
K.gonala (Kustigi),15.835418,76.26966,29560040416,D,560
K.hosur (Kustigi),15.824291,76.265396,29560040417,D,560
Tengunti-1 (Kustigi),15.801759,76.24908,29560040418,D,560
Tengunti-2 (Kustigi),15.801545,76.250496,29560040419,D,560
Tengunti-3 (Kustigi),15.800512,76.25025,29560040420,D,560
M.gudadoor-1 (Kustigi),15.811068,76.28376,29560040421,D,560
M.gudadoor-2 (Kustigi),15.8087635,76.281494,29560040422,D,560
Madapura-1 (Kustigi),15.838797,76.29561,29560040423,D,560
Madapura-2 (Kustigi),15.837677,76.29496,29560040424,D,560
Madapura- (Kustigi),15.83781,76.296265,29560040425,D,560
M.basapur (Kustigi),15.832356,76.2668,29560040426,D,560
Hiremannapur 07 (Kustigi),15.7652,76.27763,29560040427N,D,560
Kandakur-1 (Kustigi),15.725672,76.226524,29560040501,D,560
Kandakur-2 (Kustigi),15.726091,76.222755,29560040502,D,560
Kandakur-3 (Kustigi),15.72455,76.22525,29560040503,D,560
Kandakur-4 (Kustigi),15.723933,76.223045,29560040504,D,560
Nerebenchi-1 (Kustigi),15.712522,76.18431,29560040505,D,560
Nerebenchi-2 (Kustigi),15.71103,76.184944,29560040506,D,560
Nagaral (Kustigi),15.716745,76.26268,29560040507,D,560
Niraluti-1 (Kustigi),15.738578,76.294044,29560040508,D,560
Niraluti-2 (Kustigi),15.73863,76.29462,29560040509,D,560
Navalahalli-1 (Kustigi),15.771248,76.32885,29560040510,D,560
Navalahalli-2 (Kustigi),15.77273,76.32955,29560040511,D,560
Navalahalli-3 (Kustigi),15.77212,76.32939,29560040512,D,560
Huliyapur-1 (Kustigi),15.730789,76.32917,29560040513,D,560
Huliyapur-2 (Kustigi),15.731276,76.331116,29560040514,D,560
Huliyapur-3 (Kustigi),15.72917,76.33151,29560040515,D,560
Huliyapur Tabd (Kustigi),15.741602,76.32555,29560040516,D,560
Bachanal-1 (Kustigi),15.732029,76.36149,29560040517,D,560
Bachanal-2 (Kustigi),15.730386,76.36195,29560040518,D,560
Guddada Hanamasagar (Kustigi),15.713674,76.32019,29560040519,D,560
G. Rampur (Kustigi),15.723535,76.34974,29560040520,D,560
M.rampur (Kustigi),15.723535,76.34974,29560040521,D,560
Hiremukratinal (Kustigi),15.714356,76.36461,29560040522,D,560
Nandapur-1 (Kustigi),15.784258,76.35197,29560040523,D,560
Nandapur-2 (Kustigi),15.785352,76.351944,29560040524,D,560
Nandapur-3 (Kustigi),15.783947,76.35203,29560040525,D,560
Hiremukartinal 02 (Kustigi),15.71581,76.36372,29560040526N,D,560
Hiregoonnagar-1 (Kustigi),15.80952,75.952835,29560040601,D,560
Hiregoonnagar-2 (Kustigi),15.818208,75.94063,29560040602,D,560
Hiregoonnagar-3 (Kustigi),15.808846,75.95316,29560040603,D,560
Malagitti-1 (Kustigi),15.816683,75.90023,29560040604,D,560
Malagitti-2 (Kustigi),15.81648,75.902596,29560040605,D,560
Malagitti-3 (Kustigi),15.815155,75.90058,29560040606,D,560
Malagitti-4 (Kustigi),15.81693,75.90125,29560040607,D,560
J.gudadoor-1 (Kustigi),15.840225,75.93696,29560040608,D,560
J.gudadoor-2 (Kustigi),15.842935,75.93596,29560040609,D,560
J.gudadoor-3 (Kustigi),15.841049,75.937416,29560040610,D,560
Tumarikoppa-1 (Kustigi),15.828092,75.96078,29560040611,D,560
Tumarikoppa-2 (Kustigi),15.828425,75.961586,29560040612,D,560
Tumarikoppa-3 (Kustigi),15.828186,75.96107,29560040613,D,560
Badimanal-1 (Kustigi),15.839995,75.958435,29560040614,D,560
Badimanal-2 (Kustigi),15.840893,75.95566,29560040615,D,560
Habalakatti-1 (Kustigi),15.819144,75.94324,29560040616,D,560
Habalakatti-2 (Kustigi),15.818205,75.940636,29560040617,D,560
Habalakatti-3 (Kustigi),15.817799,75.94193,29560040618,D,560
Narasapur-1 (Kustigi),15.81569,75.97893,29560040619,D,560
Narasapur-2 (Kustigi),15.816427,75.97859,29560040620,D,560
Chikkagonnagr (Kustigi),15.802067,75.96248,29560040621,D,560
Gorebal (Kustigi),15.8408575,75.97986,29560040622,D,560
Mastikatti (Kustigi),15.822103,75.91996,29560040623,D,560
Varikalla (Kustigi),15.801238,75.95585,29560040624,D,560
Gadachinti (Kustigi),15.800182,75.93185,29560040625,D,560
Konapur (Kustigi),15.866336,75.94217,29560040626,D,560
Paramanahatti (Kustigi),15.863843,75.94965,29560040627,D,560
J.timmanahatti (Kustigi),15.844599,75.96086,29560040628,D,560
Venkatapur-1 (Kustigi),15.856976,75.97157,29560040629,D,560
Venkatapur-2 (Kustigi),15.856966,75.97157,29560040630,D,560
Gorabiha - 2 (Kustigi),15.8396225,75.97918,29560040631N,D,560
Hanamanal-1 (Kustigi),15.860736,75.89212,29560040701,D,560
Hanamanal-2 (Kustigi),15.861482,75.89049,29560040702,D,560
Hanamanal-3 (Kustigi),15.860653,75.89288,29560040703,D,560
Hanamanal-4 (Kustigi),15.857412,75.88936,29560040704,D,560
Hanamanal-5 (Kustigi),15.862488,75.89193,29560040705,D,560
Mkurubanal (Kustigi),15.873005,75.87695,29560040706,D,560
Rangapur (Kustigi),15.85383,75.87685,29560040707,D,560
Guddadadevalapur-1 (Kustigi),15.859442,75.92361,29560040708,D,560
Guddadadevalapur-2 (Kustigi),15.860888,75.92321,29560040709,D,560
Pattalachinti-1 (Kustigi),15.845064,75.89975,29560040710,D,560
Pattalachinti-2 (Kustigi),15.843138,75.89934,29560040711,D,560
Kadival (Kustigi),15.837196,75.89115,29560040712,D,560
Tuggaladoni-1 (Kustigi),15.89175,75.88669,29560040713,D,560
Tuggaladoni-2 (Kustigi),15.89216,75.88845,29560040714,D,560
Tuggaladoni-3 (Kustigi),15.890686,75.88656,29560040715,D,560
Mittalakoad-1 (Kustigi),15.904483,75.881905,29560040716,D,560
Mittalakoad-2 (Kustigi),15.90317,75.881905,29560040717,D,560
Mittalakoad-3 (Kustigi),15.904159,75.88065,29560040718,D,560
Niralakoppa (Kustigi),15.878003,75.894356,29560040719,D,560
Bilekalla-1 (Kustigi),15.870472,75.8579,29560040801,D,560
Bilekalla-2 (Kustigi),15.870877,75.85969,29560040802,D,560
Bilekalla-3 (Kustigi),15.871144,75.85766,29560040803,D,560
Bilekalla-4 (Kustigi),15.872753,75.85804,29560040804,D,560
Shdalageri-1 (Kustigi),15.883728,75.87599,29560040805,D,560
Shdalageri-2 (Kustigi),15.88324,75.875534,29560040806,D,560
Kodatagera-1 (Kustigi),15.837966,75.85665,29560040807,D,560
Kodatagera-2 (Kustigi),15.838242,75.85668,29560040808,D,560
Nilogal-1 (Kustigi),15.905989,75.86057,29560040809,D,560
Nilogall-2 (Kustigi),15.907367,75.86239,29560040810,D,560
Nilogall-3 (Kustigi),15.904282,75.860725,29560040811,D,560
Nilogall-4 (Kustigi),15.904325,75.86332,29560040812,D,560
Nilogall-5 (Kustigi),15.905565,75.86064,29560040813,D,560
Nilogall-6 (Kustigi),15.906541,75.85942,29560040814,D,560
Vankandurga-1 (Kustigi),15.913727,75.83041,29560040815,D,560
Vankandurga-2 (Kustigi),15.911931,75.83059,29560040816,D,560
Boomanal-1 (Kustigi),15.892041,75.83984,29560040817,D,560
Boomanal-2 (Kustigi),15.892433,75.84059,29560040818,D,560
N.rampur (Kustigi),15.9081135,75.79596,29560040819,D,560
Basapur (Kustigi),15.890683,75.84822,29560040820,D,560
Tavarager-1 (Kustigi),15.767992,76.40153,29560040901,D,560
Tavarager-2 (Kustigi),15.768334,76.40533,29560040902,D,560
Tavarager-3 (Kustigi),15.763653,76.40185,29560040903,D,560
Tavarager-4 (Kustigi),15.763119,76.410065,29560040904,D,560
Tavarager-5 (Kustigi),15.761434,76.41369,29560040905,D,560
Tavarager-6 (Kustigi),15.767055,76.4045,29560040906,D,560
Tavarager-7 (Kustigi),15.766122,76.40537,29560040907,D,560
Tavarager-8 (Kustigi),15.766486,76.4031,29560040908,D,560
Tavarager-9 (Kustigi),15.754285,76.398994,29560040909,D,560
Tavarager-10 (Kustigi),15.764494,76.40386,29560040910,D,560
Tavarager-11 (Kustigi),15.770226,76.40428,29560040911,D,560
Tavarager-12 (Kustigi),15.771584,76.40495,29560040912,D,560
Tavarager-13 (Kustigi),15.761392,76.41101,29560040913,D,560
Tavarager-14 (Kustigi),15.7379265,76.41828,29560040914,D,560
Tavarager-15 (Kustigi),15.770804,76.40613,29560040915,D,560
Tavarager-16 (Kustigi),15.764774,76.403625,29560040916,D,560
Tavarager-17 (Kustigi),15.767211,76.40525,29560040917,D,560
Tavarager-18 (Kustigi),15.766089,76.40467,29560040918,D,560
Tavarager-19 (Kustigi),15.764368,76.40497,29560040919,D,560
Gadderahatti (Kustigi),15.725386,76.43307,29560040920,D,560
Vittalapur (Kustigi),15.77994,76.395706,29560040921,D,560
Pura-1 (Kustigi),15.7622,76.407616,29560041001,D,560
Pura-2 (Kustigi),15.76221,76.40764,29560041002,D,560
